backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr,random_psnr,delta_rand_minus_block
tiny,chip_055_200_merged.tif,0.4,2,215590013,78,38.2379,38.4404,0.2024
tiny,chip_055_200_merged.tif,0.4,3,1982467030,78,38.846,38.843,-0.003
tiny,chip_055_200_merged.tif,0.4,4,1502521512,78,38.5367,39.0439,0.5072
tiny,chip_055_200_merged.tif,0.6,0,1138164805,117,37.6921,38.799,1.1069
tiny,chip_055_200_merged.tif,0.6,1,757558174,117,37.114,39.0467,1.9328
tiny,chip_055_200_merged.tif,0.6,2,277612656,117,37.637,38.6773,1.0403
tiny,chip_055_200_merged.tif,0.6,3,2044489673,117,36.2382,39.1419,2.9036
tiny,chip_055_200_merged.tif,0.6,4,1663883042,117,37.6908,38.6157,0.9249
tiny,chip_055_200_merged.tif,0.8,0,754911496,156,35.9544,37.864,1.9096
tiny,chip_055_200_merged.tif,0.8,1,274965978,156,36.8461,38.6686,1.8226
tiny,chip_055_200_merged.tif,0.8,2,2041842995,156,36.3599,37.8221,1.4623
tiny,chip_055_200_merged.tif,0.8,3,1561897477,156,37.2686,37.6406,0.372
tiny,chip_055_200_merged.tif,0.8,4,1181290846,156,36.3493,37.592,1.2427
tiny,chip_055_202_merged.tif,0.2,0,505808435,39,37.129,38.8853,1.7564
tiny,chip_055_202_merged.tif,0.2,1,25862917,39,37.862,39.1347,1.2726
tiny,chip_055_202_merged.tif,0.2,2,1792739934,39,38.9028,38.6398,-0.263
tiny,chip_055_202_merged.tif,0.2,3,1412133303,39,38.9018,38.6045,-0.2973
tiny,chip_055_202_merged.tif,0.2,4,932187785,39,37.6027,39.342,1.7393
tiny,chip_055_202_merged.tif,0.4,0,345193102,78,37.0758,38.5436,1.4678
tiny,chip_055_202_merged.tif,0.4,1,2012731232,78,37.2063,38.4098,1.2036
tiny,chip_055_202_merged.tif,0.4,2,1632124601,78,37.0716,39.2046,2.133
tiny,chip_055_202_merged.tif,0.4,3,1152179083,78,37.0776,38.8763,1.7986
