chip,mask_ratio,100M,300M,600M,tiny,rank_tiny,rank_100M,rank_300M,rank_600M,metric
chip_058_191_merged.tif,0.8,38.34424,38.50206,38.704899999999995,37.21376,4.0,3.0,2.0,1.0,random_psnr
chip_059_190_merged.tif,0.2,43.29464,43.7104,45.11342,40.9781,4.0,3.0,2.0,1.0,random_psnr
chip_059_190_merged.tif,0.4,42.99866,43.50512,45.26512,41.17926,4.0,3.0,2.0,1.0,random_psnr
chip_059_190_merged.tif,0.6,42.41352,42.94978,44.004,40.51882,4.0,3.0,2.0,1.0,random_psnr
chip_059_190_merged.tif,0.8,40.86578,41.57702,41.305240000000005,39.89546,4.0,3.0,1.0,2.0,random_psnr
chip_060_083_merged.tif,0.2,37.213139999999996,37.38592,38.28434,34.920100000000005,4.0,3.0,2.0,1.0,random_psnr
chip_060_083_merged.tif,0.4,36.79022,37.1907,37.96452,35.183080000000004,4.0,3.0,2.0,1.0,random_psnr
chip_060_083_merged.tif,0.6,36.063419999999994,36.318740000000005,36.89184,34.507819999999995,4.0,3.0,2.0,1.0,random_psnr
chip_060_083_merged.tif,0.8,34.04284,34.40942,35.11364,32.12272,4.0,3.0,2.0,1.0,random_psnr
chip_060_117_merged.tif,0.2,39.48962,39.763040000000004,40.071360000000006,37.37986,4.0,3.0,2.0,1.0,random_psnr
chip_060_117_merged.tif,0.4,38.88952,39.37358,40.59856,37.29682,4.0,3.0,2.0,1.0,random_psnr
chip_060_117_merged.tif,0.6,37.69606,38.27614,39.2306,36.28514,4.0,3.0,2.0,1.0,random_psnr
chip_060_117_merged.tif,0.8,36.7382,37.44098,37.73836,35.36928,4.0,3.0,2.0,1.0,random_psnr
chip_060_118_merged.tif,0.2,39.545820000000006,40.114940000000004,41.49022,37.678039999999996,4.0,3.0,2.0,1.0,random_psnr
chip_060_118_merged.tif,0.4,40.0216,40.3267,41.08256,37.96386,4.0,3.0,2.0,1.0,random_psnr
chip_060_118_merged.tif,0.6,39.28738,39.80194,40.4769,37.858540000000005,4.0,3.0,2.0,1.0,random_psnr
chip_060_118_merged.tif,0.8,37.281279999999995,37.7057,38.5988,36.24976,4.0,3.0,2.0,1.0,random_psnr
chip_063_116_merged.tif,0.2,37.2124,37.64098,38.52432,35.38562,4.0,3.0,2.0,1.0,random_psnr
chip_063_116_merged.tif,0.4,36.75136,37.221979999999995,38.05906,35.054919999999996,4.0,3.0,2.0,1.0,random_psnr
chip_063_116_merged.tif,0.6,35.83762,36.478660000000005,37.49592,34.49928,4.0,3.0,2.0,1.0,random_psnr
chip_063_116_merged.tif,0.8,34.720119999999994,35.228539999999995,36.09852,33.432140000000004,4.0,3.0,2.0,1.0,random_psnr
chip_064_067_merged.tif,0.2,38.47064,39.138040000000004,40.49518,36.72046,4.0,3.0,2.0,1.0,random_psnr
chip_064_067_merged.tif,0.4,37.81742,38.11264,39.556200000000004,36.8713,4.0,3.0,2.0,1.0,random_psnr
chip_064_067_merged.tif,0.6,36.63964,36.80918,36.99566,35.6909,4.0,3.0,2.0,1.0,random_psnr
chip_064_067_merged.tif,0.8,35.84896,35.9697,36.54162,35.038619999999995,4.0,3.0,2.0,1.0,random_psnr
chip_064_120_merged.tif,0.2,37.630739999999996,37.99816,39.28972,36.07486,4.0,3.0,2.0,1.0,random_psnr
chip_064_120_merged.tif,0.4,37.48532,37.88194,38.491060000000004,36.007960000000004,4.0,3.0,2.0,1.0,random_psnr
chip_064_120_merged.tif,0.6,36.322379999999995,36.50786,38.27672,34.88682,4.0,3.0,2.0,1.0,random_psnr
chip_064_120_merged.tif,0.8,34.93056,34.95006,35.914660000000005,33.705059999999996,4.0,3.0,2.0,1.0,random_psnr
chip_064_352_merged.tif,0.2,32.71746,33.29496,33.9668,30.854000000000003,4.0,3.0,2.0,1.0,random_psnr
chip_064_352_merged.tif,0.4,32.27506,32.77988,33.775439999999996,30.854039999999998,4.0,3.0,2.0,1.0,random_psnr
chip_064_352_merged.tif,0.6,31.4327,32.08994,32.89212,30.290699999999998,4.0,3.0,2.0,1.0,random_psnr
chip_064_352_merged.tif,0.8,30.22326,30.974619999999998,31.862599999999997,28.928620000000002,4.0,3.0,2.0,1.0,random_psnr
chip_064_354_merged.tif,0.2,33.173320000000004,33.95012,35.06836,31.16648,4.0,3.0,2.0,1.0,random_psnr
chip_064_354_merged.tif,0.4,32.69662,33.35776,34.52308,30.99436,4.0,3.0,2.0,1.0,random_psnr
chip_064_354_merged.tif,0.6,31.95702,32.52276,33.713260000000005,30.448259999999998,4.0,3.0,2.0,1.0,random_psnr
chip_064_354_merged.tif,0.8,31.051479999999998,31.6621,32.77042,29.65994,4.0,3.0,2.0,1.0,random_psnr
chip_065_348_merged.tif,0.2,32.2626,32.928160000000005,33.986560000000004,29.98558,4.0,3.0,2.0,1.0,random_psnr
chip_065_348_merged.tif,0.4,32.135360000000006,32.897000000000006,33.57406,30.254559999999998,4.0,3.0,2.0,1.0,random_psnr
chip_065_348_merged.tif,0.6,31.328960000000002,32.133120000000005,33.003460000000004,29.565640000000002,4.0,3.0,2.0,1.0,random_psnr
chip_065_348_merged.tif,0.8,30.775060000000003,31.496140000000004,32.16964,29.016879999999997,4.0,3.0,2.0,1.0,random_psnr
chip_066_347_merged.tif,0.2,34.27518,34.86896,35.93916,32.69706,4.0,3.0,2.0,1.0,random_psnr
chip_066_347_merged.tif,0.4,33.76882,34.4079,35.63898,32.3104,4.0,3.0,2.0,1.0,random_psnr
chip_066_347_merged.tif,0.6,33.09932,33.562400000000004,34.7279,31.61262,4.0,3.0,2.0,1.0,random_psnr
chip_066_347_merged.tif,0.8,31.88166,32.4388,33.39262,30.41952,4.0,3.0,2.0,1.0,random_psnr
chip_067_282_merged.tif,0.2,36.64764,37.113600000000005,38.622859999999996,35.1216,4.0,3.0,2.0,1.0,random_psnr
chip_067_282_merged.tif,0.4,35.34646,36.11402,37.78718,34.263040000000004,4.0,3.0,2.0,1.0,random_psnr
chip_067_282_merged.tif,0.6,34.72484,35.136019999999995,36.0988,33.635400000000004,4.0,3.0,2.0,1.0,random_psnr
chip_067_282_merged.tif,0.8,32.99098,33.8055,34.15968,32.49794,4.0,3.0,2.0,1.0,random_psnr
chip_069_353_merged.tif,0.2,34.1337,34.764179999999996,35.670139999999996,32.19026,4.0,3.0,2.0,1.0,random_psnr
chip_069_353_merged.tif,0.4,33.837900000000005,34.54024,35.245,32.13736,4.0,3.0,2.0,1.0,random_psnr
chip_069_353_merged.tif,0.6,33.379000000000005,33.98586,34.82168,31.728679999999997,4.0,3.0,2.0,1.0,random_psnr
chip_069_353_merged.tif,0.8,32.61314,33.00316,33.89998,30.900940000000002,4.0,3.0,2.0,1.0,random_psnr
chip_071_257_merged.tif,0.2,38.24116,38.58332,40.239639999999994,36.4779,4.0,3.0,2.0,1.0,random_psnr
chip_071_257_merged.tif,0.4,38.03226,38.431779999999996,39.40764,36.415800000000004,4.0,3.0,2.0,1.0,random_psnr
chip_071_257_merged.tif,0.6,37.744119999999995,38.20882,38.749579999999995,36.34722,4.0,3.0,2.0,1.0,random_psnr
chip_071_257_merged.tif,0.8,36.355380000000004,36.91692,37.56502,35.12504,4.0,3.0,2.0,1.0,random_psnr
chip_074_351_merged.tif,0.2,33.4958,34.26476,35.51512,31.669579999999996,4.0,3.0,2.0,1.0,random_psnr
chip_074_351_merged.tif,0.4,32.90804,33.69516,35.09214,31.2267,4.0,3.0,2.0,1.0,random_psnr
chip_074_351_merged.tif,0.6,32.96576,33.64794,34.6471,31.54764,4.0,3.0,2.0,1.0,random_psnr
chip_074_351_merged.tif,0.8,32.031079999999996,32.677800000000005,33.554520000000004,30.637580000000003,4.0,3.0,2.0,1.0,random_psnr
chip_075_347_merged.tif,0.2,33.04482,33.73888,34.742,31.174680000000002,4.0,3.0,2.0,1.0,random_psnr
chip_075_347_merged.tif,0.4,32.84128,33.51146,34.39468,31.105880000000003,4.0,3.0,2.0,1.0,random_psnr
chip_075_347_merged.tif,0.6,32.19098,32.911,34.183679999999995,30.456759999999996,4.0,3.0,2.0,1.0,random_psnr
chip_075_347_merged.tif,0.8,31.74902,32.35398,33.22484,30.12924,4.0,3.0,2.0,1.0,random_psnr
chip_075_350_merged.tif,0.2,34.44368,35.02822,36.71768,32.67192,4.0,3.0,2.0,1.0,random_psnr
chip_075_350_merged.tif,0.4,34.525040000000004,35.3129,36.2341,32.9816,4.0,3.0,2.0,1.0,random_psnr
chip_075_350_merged.tif,0.6,33.86376,34.4343,35.56914,32.3609,4.0,3.0,2.0,1.0,random_psnr
chip_075_350_merged.tif,0.8,32.38574,33.15576,34.24564,31.04336,4.0,3.0,2.0,1.0,random_psnr
chip_079_220_merged.tif,0.2,37.145179999999996,37.497460000000004,37.5437,35.028059999999996,4.0,3.0,2.0,1.0,random_psnr
chip_079_220_merged.tif,0.4,36.13352,36.66834,37.73406,34.7344,4.0,3.0,2.0,1.0,random_psnr
chip_079_220_merged.tif,0.6,34.80998,35.3671,35.833960000000005,33.46096,4.0,3.0,2.0,1.0,random_psnr
chip_079_220_merged.tif,0.8,33.33774,33.82806000000001,34.482079999999996,32.330079999999995,4.0,3.0,2.0,1.0,random_psnr
chip_080_231_merged.tif,0.2,37.66868,37.83916,38.65564,36.17092,4.0,3.0,2.0,1.0,random_psnr
chip_080_231_merged.tif,0.4,37.024379999999994,37.53198,37.602700000000006,35.82252,4.0,3.0,2.0,1.0,random_psnr
chip_080_231_merged.tif,0.6,34.61612,34.8556,36.277460000000005,33.889920000000004,4.0,3.0,2.0,1.0,random_psnr
chip_080_231_merged.tif,0.8,32.62224,32.60548,34.14632,31.775119999999998,4.0,2.0,3.0,1.0,random_psnr
chip_081_176_merged.tif,0.2,38.668060000000004,38.89672,39.48122,36.80464,4.0,3.0,2.0,1.0,random_psnr
chip_081_176_merged.tif,0.4,37.854319999999994,38.035579999999996,39.05052,36.37938,4.0,3.0,2.0,1.0,random_psnr
chip_081_176_merged.tif,0.6,35.739940000000004,36.33116,37.41262,34.42928,4.0,3.0,2.0,1.0,random_psnr
chip_081_176_merged.tif,0.8,34.427440000000004,34.75738,35.78854,33.47912,4.0,3.0,2.0,1.0,random_psnr
chip_081_345_merged.tif,0.2,36.52348,37.14804,38.19022,34.22146,4.0,3.0,2.0,1.0,random_psnr
chip_081_345_merged.tif,0.4,35.3858,36.08894,38.06764,33.6481,4.0,3.0,2.0,1.0,random_psnr
chip_081_345_merged.tif,0.6,34.68874,35.599399999999996,36.8641,33.13582,4.0,3.0,2.0,1.0,random_psnr
chip_081_345_merged.tif,0.8,33.30758,34.44966,35.25832,32.01388,4.0,3.0,2.0,1.0,random_psnr
chip_082_339_merged.tif,0.2,37.11072,37.52928,38.705740000000006,35.13444,4.0,3.0,2.0,1.0,random_psnr
chip_082_339_merged.tif,0.4,37.134660000000004,37.57808,38.35756,35.32306,4.0,3.0,2.0,1.0,random_psnr
chip_082_339_merged.tif,0.6,36.22206,36.73082,38.349940000000004,34.59696,4.0,3.0,2.0,1.0,random_psnr
chip_082_339_merged.tif,0.8,35.788959999999996,36.25672,36.82618,34.29926,4.0,3.0,2.0,1.0,random_psnr
chip_083_175_merged.tif,0.2,35.897040000000004,36.28102,37.6605,33.97148,4.0,3.0,2.0,1.0,random_psnr
chip_083_175_merged.tif,0.4,35.80276,36.03566,37.700739999999996,34.1901,4.0,3.0,2.0,1.0,random_psnr
chip_083_175_merged.tif,0.6,34.908879999999996,35.06394,36.029219999999995,33.4072,4.0,3.0,2.0,1.0,random_psnr
chip_083_175_merged.tif,0.8,33.13908,33.070299999999996,34.0584,32.229380000000006,4.0,2.0,3.0,1.0,random_psnr
chip_083_208_merged.tif,0.2,34.64764,34.9765,35.5944,32.97648,4.0,3.0,2.0,1.0,random_psnr
chip_083_208_merged.tif,0.4,33.982299999999995,34.304199999999994,34.70832,32.06306,4.0,3.0,2.0,1.0,random_psnr
chip_083_208_merged.tif,0.6,32.55947999999999,33.16708,34.080259999999996,30.690179999999998,4.0,3.0,2.0,1.0,random_psnr
chip_083_208_merged.tif,0.8,31.521800000000002,31.97642,32.55618,29.906780000000005,4.0,3.0,2.0,1.0,random_psnr
chip_084_207_merged.tif,0.2,36.64026,36.85684,37.4448,34.85432,4.0,3.0,2.0,1.0,random_psnr
chip_084_207_merged.tif,0.4,36.32158,36.43116,37.44624,34.652840000000005,4.0,3.0,2.0,1.0,random_psnr
chip_084_207_merged.tif,0.6,35.88996,36.11658,36.38714,34.4796,4.0,3.0,2.0,1.0,random_psnr
chip_084_207_merged.tif,0.8,34.728519999999996,35.123059999999995,35.4091,33.39676,4.0,3.0,2.0,1.0,random_psnr
chip_085_592_merged.tif,0.2,35.895799999999994,36.3257,36.86418,34.27114,4.0,3.0,2.0,1.0,random_psnr
chip_085_592_merged.tif,0.4,35.33032,35.8855,36.79042,33.72306,4.0,3.0,2.0,1.0,random_psnr
chip_085_592_merged.tif,0.6,33.8154,34.48218,35.973699999999994,32.662940000000006,4.0,3.0,2.0,1.0,random_psnr
chip_085_592_merged.tif,0.8,31.904680000000003,32.56132,33.55634,31.283140000000003,4.0,3.0,2.0,1.0,random_psnr
chip_086_203_merged.tif,0.2,36.994479999999996,37.4887,38.6724,34.9902,4.0,3.0,2.0,1.0,random_psnr
chip_086_203_merged.tif,0.4,36.40334,36.8763,37.82576,34.812760000000004,4.0,3.0,2.0,1.0,random_psnr
chip_086_203_merged.tif,0.6,36.34916,36.7469,36.37054,34.78136,4.0,3.0,1.0,2.0,random_psnr
chip_086_203_merged.tif,0.8,34.98818,35.48286,35.39656,34.10896,4.0,3.0,1.0,2.0,random_psnr
chip_087_268_merged.tif,0.2,42.74634,42.73166,44.68506,40.02986,4.0,2.0,3.0,1.0,random_psnr
chip_087_268_merged.tif,0.4,42.75954,42.80456,44.66948,40.11382,4.0,3.0,2.0,1.0,random_psnr
chip_087_268_merged.tif,0.6,42.56556,42.914519999999996,43.68706,40.18636,4.0,3.0,2.0,1.0,random_psnr
chip_087_268_merged.tif,0.8,40.8163,41.46716,42.92802,38.35356,4.0,3.0,2.0,1.0,random_psnr
chip_087_335_merged.tif,0.2,35.91406,36.36962,37.25686,33.892160000000004,4.0,3.0,2.0,1.0,random_psnr
chip_087_335_merged.tif,0.4,35.04728,35.690960000000004,37.28858,33.40548,4.0,3.0,2.0,1.0,random_psnr
chip_087_335_merged.tif,0.6,34.68053999999999,35.17276,36.433640000000004,33.1387,4.0,3.0,2.0,1.0,random_psnr
chip_087_335_merged.tif,0.8,33.312599999999996,34.0488,34.93884,31.82242,4.0,3.0,2.0,1.0,random_psnr
chip_089_360_merged.tif,0.2,32.9036,33.33952,34.572500000000005,30.94144,4.0,3.0,2.0,1.0,random_psnr
chip_089_360_merged.tif,0.4,32.310919999999996,32.95258,34.289820000000006,30.54474,4.0,3.0,2.0,1.0,random_psnr
chip_089_360_merged.tif,0.6,31.955059999999996,32.38466,33.0965,30.52666,4.0,3.0,2.0,1.0,random_psnr
chip_089_360_merged.tif,0.8,30.88926,31.240879999999997,32.0536,29.35086,4.0,3.0,2.0,1.0,random_psnr
chip_091_253_merged.tif,0.2,40.54278,40.394439999999996,41.843219999999995,38.109140000000004,4.0,2.0,3.0,1.0,random_psnr
chip_091_253_merged.tif,0.4,40.45686,40.56702,42.21248,38.505219999999994,4.0,3.0,2.0,1.0,random_psnr
chip_091_253_merged.tif,0.6,39.060680000000005,39.139359999999996,40.2458,37.41922,4.0,3.0,2.0,1.0,random_psnr
chip_091_253_merged.tif,0.8,37.15916,37.50366,39.1808,35.7918,4.0,3.0,2.0,1.0,random_psnr
chip_091_324_merged.tif,0.2,34.63414,34.9119,35.4474,32.70742,4.0,3.0,2.0,1.0,random_psnr
chip_091_324_merged.tif,0.4,34.20994,34.65522,35.19716,32.60966,4.0,3.0,2.0,1.0,random_psnr
chip_091_324_merged.tif,0.6,33.724239999999995,34.14946,34.93094,32.2435,4.0,3.0,2.0,1.0,random_psnr
chip_091_324_merged.tif,0.8,33.13162,33.62726,34.31044,31.937879999999996,4.0,3.0,2.0,1.0,random_psnr
chip_091_336_merged.tif,0.2,38.8125,39.04452,39.88264,36.23062,4.0,3.0,2.0,1.0,random_psnr
chip_091_336_merged.tif,0.4,38.1197,38.470240000000004,40.02228,36.132580000000004,4.0,3.0,2.0,1.0,random_psnr
chip_091_336_merged.tif,0.6,37.844100000000005,38.17136,39.34914,35.95234,4.0,3.0,2.0,1.0,random_psnr
chip_091_336_merged.tif,0.8,34.16512,36.499880000000005,38.30402,33.0827,4.0,3.0,2.0,1.0,random_psnr
chip_092_214_merged.tif,0.2,36.8147,37.319399999999995,38.72696,35.549,4.0,3.0,2.0,1.0,random_psnr
chip_092_214_merged.tif,0.4,36.29092,36.481939999999994,37.72722,34.953700000000005,4.0,3.0,2.0,1.0,random_psnr
chip_092_214_merged.tif,0.6,34.97388,34.99088,36.92246,33.96982,4.0,3.0,2.0,1.0,random_psnr
chip_092_214_merged.tif,0.8,32.927440000000004,33.2144,33.21436,32.389120000000005,4.0,3.0,1.0,2.0,random_psnr
chip_092_320_merged.tif,0.2,35.3925,35.86988,36.75204,33.41012,4.0,3.0,2.0,1.0,random_psnr
chip_092_320_merged.tif,0.4,35.043639999999996,35.621300000000005,36.42276,33.35382,4.0,3.0,2.0,1.0,random_psnr
chip_092_320_merged.tif,0.6,34.51372,35.09592,35.66101999999999,33.32318,4.0,3.0,2.0,1.0,random_psnr
chip_092_320_merged.tif,0.8,33.7863,34.45322,34.67322,32.67674,4.0,3.0,2.0,1.0,random_psnr
chip_092_322_merged.tif,0.2,35.09948,35.4277,36.00596,33.06116,4.0,3.0,2.0,1.0,random_psnr
chip_092_322_merged.tif,0.4,34.82362,35.27432,35.826440000000005,33.2894,4.0,3.0,2.0,1.0,random_psnr
chip_092_322_merged.tif,0.6,34.08558000000001,34.324059999999996,34.938199999999995,32.71702,4.0,3.0,2.0,1.0,random_psnr
chip_092_322_merged.tif,0.8,33.638819999999996,33.94158,34.25322,32.29428,4.0,3.0,2.0,1.0,random_psnr
chip_093_213_merged.tif,0.2,36.498400000000004,36.85276,38.8515,35.29168,4.0,3.0,2.0,1.0,random_psnr
chip_093_213_merged.tif,0.4,35.8577,36.29846,38.47796,35.03492,4.0,3.0,2.0,1.0,random_psnr
chip_093_213_merged.tif,0.6,35.53376,35.928000000000004,36.997339999999994,34.8146,4.0,3.0,2.0,1.0,random_psnr
chip_093_213_merged.tif,0.8,33.86582,34.3226,34.86224,33.49096,4.0,3.0,2.0,1.0,random_psnr
chip_093_331_merged.tif,0.2,35.99872,36.6064,37.742,33.7887,4.0,3.0,2.0,1.0,random_psnr
chip_093_331_merged.tif,0.4,35.31542,35.88532,37.57778,33.378820000000005,4.0,3.0,2.0,1.0,random_psnr
chip_093_331_merged.tif,0.6,35.00496,35.49214,36.57734000000001,33.299099999999996,4.0,3.0,2.0,1.0,random_psnr
chip_093_331_merged.tif,0.8,33.92352,34.45852,34.94218,32.4576,4.0,3.0,2.0,1.0,random_psnr
chip_093_355_merged.tif,0.2,36.81912,37.49244,38.78276,34.81548,4.0,3.0,2.0,1.0,random_psnr
chip_093_355_merged.tif,0.4,37.17206,37.708800000000004,38.838460000000005,35.25568,4.0,3.0,2.0,1.0,random_psnr
chip_093_355_merged.tif,0.6,36.795339999999996,37.26186,38.49422,34.99474,4.0,3.0,2.0,1.0,random_psnr
chip_093_355_merged.tif,0.8,36.50166,36.95622,37.9259,34.91492,4.0,3.0,2.0,1.0,random_psnr
chip_094_329_merged.tif,0.2,34.92528,35.44272,35.75498,33.04636,4.0,3.0,2.0,1.0,random_psnr
chip_094_329_merged.tif,0.4,34.3548,34.998360000000005,35.53206,32.864160000000005,4.0,3.0,2.0,1.0,random_psnr
chip_094_329_merged.tif,0.6,33.771820000000005,34.394439999999996,34.89546,32.48422,4.0,3.0,2.0,1.0,random_psnr
chip_094_329_merged.tif,0.8,33.085660000000004,33.716300000000004,33.89786,31.819799999999997,4.0,3.0,2.0,1.0,random_psnr
chip_095_323_merged.tif,0.2,35.49024,35.8258,36.34764,33.6776,4.0,3.0,2.0,1.0,random_psnr
chip_095_323_merged.tif,0.4,34.9919,35.39246,36.0855,33.52652,4.0,3.0,2.0,1.0,random_psnr
chip_095_323_merged.tif,0.6,34.48752,34.92244,35.833299999999994,33.248400000000004,4.0,3.0,2.0,1.0,random_psnr
chip_095_323_merged.tif,0.8,33.8226,34.39866,35.179719999999996,32.72852,4.0,3.0,2.0,1.0,random_psnr
chip_097_316_merged.tif,0.2,36.664139999999996,36.88254,37.7967,34.85062,4.0,3.0,2.0,1.0,random_psnr
chip_097_316_merged.tif,0.4,36.256600000000006,36.54442,37.60984,34.96192,4.0,3.0,2.0,1.0,random_psnr
chip_097_316_merged.tif,0.6,35.68429999999999,36.241859999999996,36.855779999999996,34.59382,4.0,3.0,2.0,1.0,random_psnr
chip_097_316_merged.tif,0.8,33.18458,33.92994,34.65704,32.711619999999996,4.0,3.0,2.0,1.0,random_psnr
chip_097_328_merged.tif,0.2,35.06096,35.51746,36.303219999999996,33.402699999999996,4.0,3.0,2.0,1.0,random_psnr
chip_097_328_merged.tif,0.4,34.30552,34.93518,35.591899999999995,32.98736,4.0,3.0,2.0,1.0,random_psnr
chip_097_328_merged.tif,0.6,33.04332,33.66814,34.8432,31.96438,4.0,3.0,2.0,1.0,random_psnr
chip_097_328_merged.tif,0.8,32.30872,32.77924,33.39692,31.1641,4.0,3.0,2.0,1.0,random_psnr
chip_097_356_merged.tif,0.2,37.2233,37.21408,38.67604,34.99002,4.0,2.0,3.0,1.0,random_psnr
chip_097_356_merged.tif,0.4,37.58702,37.6972,38.14054,35.58022,4.0,3.0,2.0,1.0,random_psnr
chip_097_356_merged.tif,0.6,36.92066,37.14528,38.11388,35.1754,4.0,3.0,2.0,1.0,random_psnr
chip_097_356_merged.tif,0.8,36.478300000000004,36.66804,37.263220000000004,34.709,4.0,3.0,2.0,1.0,random_psnr
chip_099_310_merged.tif,0.2,35.423919999999995,35.7035,36.30332,33.97278,4.0,3.0,2.0,1.0,random_psnr
chip_099_310_merged.tif,0.4,34.58554,35.00304,36.09608,33.37806,4.0,3.0,2.0,1.0,random_psnr
chip_099_310_merged.tif,0.6,34.16132,34.57902,35.40934,33.0191,4.0,3.0,2.0,1.0,random_psnr
chip_099_310_merged.tif,0.8,33.52088,33.90574,33.32006,32.39762,4.0,2.0,1.0,3.0,random_psnr
chip_100_341_merged.tif,0.2,36.43136,36.82582,38.02488,34.77646,4.0,3.0,2.0,1.0,random_psnr
chip_100_341_merged.tif,0.4,35.81658,36.37934,37.39006,34.41052,4.0,3.0,2.0,1.0,random_psnr
chip_100_341_merged.tif,0.6,35.4314,35.977520000000005,36.627539999999996,34.00514,4.0,3.0,2.0,1.0,random_psnr
chip_100_341_merged.tif,0.8,34.41336,34.85446,35.71586,33.058859999999996,4.0,3.0,2.0,1.0,random_psnr
chip_101_342_merged.tif,0.2,36.82222,36.903499999999994,37.82114,35.049400000000006,4.0,3.0,2.0,1.0,random_psnr
chip_101_342_merged.tif,0.4,36.47674,36.46834,37.123000000000005,34.694120000000005,4.0,2.0,3.0,1.0,random_psnr
chip_101_342_merged.tif,0.6,34.9779,35.20974,37.12016,33.80204,4.0,3.0,2.0,1.0,random_psnr
chip_101_342_merged.tif,0.8,34.92978,35.22756,36.0813,33.72394,4.0,3.0,2.0,1.0,random_psnr
chip_103_320_merged.tif,0.2,35.4755,35.70386,37.08316,34.00394,4.0,3.0,2.0,1.0,random_psnr
chip_103_320_merged.tif,0.4,34.38798,34.97144,36.45348,33.17402,4.0,3.0,2.0,1.0,random_psnr
chip_103_320_merged.tif,0.6,33.999,34.605959999999996,35.988279999999996,32.8156,4.0,3.0,2.0,1.0,random_psnr
chip_103_320_merged.tif,0.8,32.43452,33.13392,34.151340000000005,31.555239999999998,4.0,3.0,2.0,1.0,random_psnr
chip_104_333_merged.tif,0.2,36.50924,36.709979999999995,37.87568,34.38928,4.0,3.0,2.0,1.0,random_psnr
chip_104_333_merged.tif,0.4,36.23752,36.56236,37.40186,34.493700000000004,4.0,3.0,2.0,1.0,random_psnr
chip_104_333_merged.tif,0.6,35.4006,35.98444,37.21952,33.66718,4.0,3.0,2.0,1.0,random_psnr
chip_104_333_merged.tif,0.8,34.00362,34.6137,36.14442,32.1564,4.0,3.0,2.0,1.0,random_psnr
chip_104_334_merged.tif,0.2,37.24708,37.66354,38.17928,35.36248,4.0,3.0,2.0,1.0,random_psnr
chip_104_334_merged.tif,0.4,36.62208,37.12224,38.644420000000004,34.537400000000005,4.0,3.0,2.0,1.0,random_psnr
chip_104_334_merged.tif,0.6,36.70606,37.12202,37.803520000000006,35.07505999999999,4.0,3.0,2.0,1.0,random_psnr
chip_104_334_merged.tif,0.8,35.38384,35.93082,36.58716,33.95232,4.0,3.0,2.0,1.0,random_psnr
chip_105_103_merged.tif,0.2,33.0963,33.26968,35.02258,31.97074,4.0,3.0,2.0,1.0,random_psnr
chip_105_103_merged.tif,0.4,32.30462,32.75392,34.220659999999995,31.094839999999998,4.0,3.0,2.0,1.0,random_psnr
chip_105_103_merged.tif,0.6,30.978139999999996,31.413120000000003,32.74362,30.175079999999998,4.0,3.0,2.0,1.0,random_psnr
chip_105_103_merged.tif,0.8,29.86008,30.256,30.61148,29.24128,4.0,3.0,2.0,1.0,random_psnr
chip_105_104_merged.tif,0.2,34.96156,35.236239999999995,35.83332,33.14226,4.0,3.0,2.0,1.0,random_psnr
chip_105_104_merged.tif,0.4,33.6202,34.07088,34.90104,32.34088,4.0,3.0,2.0,1.0,random_psnr
chip_105_104_merged.tif,0.6,32.798260000000006,33.38334,33.917719999999996,31.86216,4.0,3.0,2.0,1.0,random_psnr
chip_105_104_merged.tif,0.8,31.04784,31.285040000000002,31.577860000000005,29.87144,4.0,3.0,2.0,1.0,random_psnr
chip_105_319_merged.tif,0.2,35.15272,35.80584,37.73718,33.744780000000006,4.0,3.0,2.0,1.0,random_psnr
chip_105_319_merged.tif,0.4,34.783699999999996,35.01604,37.025619999999996,33.43886,4.0,3.0,2.0,1.0,random_psnr
chip_105_319_merged.tif,0.6,34.64566,34.94358,35.531459999999996,33.6683,4.0,3.0,2.0,1.0,random_psnr
chip_105_319_merged.tif,0.8,33.62838,33.68864,35.22068,32.75858,4.0,3.0,2.0,1.0,random_psnr
chip_105_427_merged.tif,0.2,32.92692,33.7303,35.173159999999996,31.065179999999998,4.0,3.0,2.0,1.0,random_psnr
chip_105_427_merged.tif,0.4,32.68616,33.36826,34.79726,31.2745,4.0,3.0,2.0,1.0,random_psnr
chip_105_427_merged.tif,0.6,31.98394,32.67926,33.4806,30.65726,4.0,3.0,2.0,1.0,random_psnr
chip_105_427_merged.tif,0.8,31.1513,31.79758,32.174279999999996,30.24298,4.0,3.0,2.0,1.0,random_psnr
chip_105_452_merged.tif,0.2,35.55234,36.43652,36.77074,33.88026,4.0,3.0,2.0,1.0,random_psnr
chip_105_452_merged.tif,0.4,34.615700000000004,34.9257,36.11526,33.11684,4.0,3.0,2.0,1.0,random_psnr
chip_105_452_merged.tif,0.6,32.11402,32.85126,33.76486,31.29624,4.0,3.0,2.0,1.0,random_psnr
chip_105_452_merged.tif,0.8,30.437099999999997,30.7049,31.282580000000003,29.61544,4.0,3.0,2.0,1.0,random_psnr
chip_106_107_merged.tif,0.2,32.603699999999996,33.02198,34.52836,31.37874,4.0,3.0,2.0,1.0,random_psnr
chip_106_107_merged.tif,0.4,32.34366,32.88818,33.909000000000006,31.10604,4.0,3.0,2.0,1.0,random_psnr
chip_106_107_merged.tif,0.6,31.41914,31.923359999999995,33.14486,30.61468,4.0,3.0,2.0,1.0,random_psnr
