backbone,chip,mask_ratio,trial,trial_seed,summer_masked,block_psnr,random_psnr,delta_rand_minus_block
300M,chip_032_111_merged.tif,0.4,1,2114140021,78,36.2587,38.3419,2.0832
300M,chip_032_111_merged.tif,0.4,2,1733533390,78,35.7337,37.2857,1.552
300M,chip_032_111_merged.tif,0.4,3,1352926759,78,36.2586,36.5584,0.2998
300M,chip_032_111_merged.tif,0.4,4,872981241,78,36.2592,37.6118,1.3526
300M,chip_032_111_merged.tif,0.6,0,1850787332,117,33.1309,35.4525,2.3216
300M,chip_032_111_merged.tif,0.6,1,1370841814,117,34.7128,35.2334,0.5206
300M,chip_032_111_merged.tif,0.6,2,990235183,117,36.8462,36.6792,-0.167
300M,chip_032_111_merged.tif,0.6,3,609628552,117,33.18,36.7486,3.5687
300M,chip_032_111_merged.tif,0.6,4,129683034,117,33.1228,36.1836,3.0608
300M,chip_032_111_merged.tif,0.8,0,1368195136,156,34.8663,34.3482,-0.518
300M,chip_032_111_merged.tif,0.8,1,987588505,156,36.0955,35.6975,-0.398
300M,chip_032_111_merged.tif,0.8,2,507642987,156,36.1083,35.4773,-0.6309
300M,chip_032_111_merged.tif,0.8,3,127036356,156,34.797,35.7168,0.9198
300M,chip_032_111_merged.tif,0.8,4,1794574486,156,36.1141,34.8315,-1.2826
300M,chip_032_183_merged.tif,0.2,0,108174139,39,43.7852,46.7361,2.9509
300M,chip_032_183_merged.tif,0.2,1,1875051156,39,45.7046,46.1382,0.4336
300M,chip_032_183_merged.tif,0.2,2,1494444525,39,44.2737,45.7203,1.4466
300M,chip_032_183_merged.tif,0.2,3,1014499007,39,45.2823,45.1525,-0.1298
300M,chip_032_183_merged.tif,0.2,4,633892376,39,43.8613,45.8655,2.0041
300M,chip_032_183_merged.tif,0.4,0,2095042454,78,45.1722,46.012,0.8397
300M,chip_032_183_merged.tif,0.4,1,1714435823,78,44.7005,46.427,1.7265
300M,chip_032_183_merged.tif,0.4,2,1234490305,78,46.2351,46.5174,0.2823
300M,chip_032_183_merged.tif,0.4,3,853883674,78,46.2353,46.4097,0.1743
300M,chip_032_183_merged.tif,0.4,4,373938156,78,44.7031,46.0673,1.3642
300M,chip_032_183_merged.tif,0.6,0,1351744247,117,42.4665,46.4216,3.9551
300M,chip_032_183_merged.tif,0.6,1,971137616,117,45.4612,46.4606,0.9994
300M,chip_032_183_merged.tif,0.6,2,491192098,117,45.4919,46.536,1.0441
300M,chip_032_183_merged.tif,0.6,3,110585467,117,45.0477,46.4825,1.4348
300M,chip_032_183_merged.tif,0.6,4,1877462484,117,45.3887,46.1408,0.7521
300M,chip_032_183_merged.tif,0.8,0,869152051,156,43.5095,46.3689,2.8594
300M,chip_032_183_merged.tif,0.8,1,488545420,156,45.6643,46.3065,0.6422
300M,chip_032_183_merged.tif,0.8,2,107938789,156,45.9679,46.0423,0.0744
300M,chip_032_183_merged.tif,0.8,3,1775476919,156,45.9602,46.567,0.6068
300M,chip_032_183_merged.tif,0.8,4,1394870288,156,42.3799,46.2165,3.8366
300M,chip_036_147_merged.tif,0.2,0,1151733073,39,37.2959,39.068,1.7721
300M,chip_036_147_merged.tif,0.2,1,671787555,39,36.5605,40.1692,3.6086
300M,chip_036_147_merged.tif,0.2,2,291180924,39,36.5837,39.3667,2.7829
300M,chip_036_147_merged.tif,0.2,3,2058057941,39,38.3103,39.2983,0.9881
300M,chip_036_147_merged.tif,0.2,4,1578112423,39,34.9071,39.8112,4.9042
300M,chip_036_147_merged.tif,0.4,0,991117740,78,37.7326,39.9247,2.192
300M,chip_036_147_merged.tif,0.4,1,511172222,78,37.715,39.1845,1.4695
300M,chip_036_147_merged.tif,0.4,2,130565591,78,35.9402,39.2972,3.357
300M,chip_036_147_merged.tif,0.4,3,1798103721,78,35.0427,39.7535,4.7108
300M,chip_036_147_merged.tif,0.4,4,1417497090,78,38.2313,38.0361,-0.1952
300M,chip_036_147_merged.tif,0.6,0,1001419509,117,37.5404,38.5766,1.0362
300M,chip_036_147_merged.tif,0.6,1,620812878,117,37.4888,39.126,1.6372
300M,chip_036_147_merged.tif,0.6,2,240206247,117,37.4078,39.2754,1.8676
300M,chip_036_147_merged.tif,0.6,3,1907744377,117,37.9108,39.6168,1.706
300M,chip_036_147_merged.tif,0.6,4,1527137746,117,37.4741,37.4952,0.0211
300M,chip_036_147_merged.tif,0.8,0,1912710985,156,37.2884,37.5994,0.311
300M,chip_036_147_merged.tif,0.8,1,1432765467,156,37.4943,37.2732,-0.2211
300M,chip_036_147_merged.tif,0.8,2,1052158836,156,35.4161,39.2339,3.8178
300M,chip_036_147_merged.tif,0.8,3,671552205,156,37.2733,37.7466,0.4733
300M,chip_036_147_merged.tif,0.8,4,191606687,156,37.2829,37.4033,0.1204
300M,chip_037_102_merged.tif,0.2,0,398483738,39,37.9408,40.0885,2.1477
300M,chip_037_102_merged.tif,0.2,1,17877107,39,33.0694,40.0495,6.9801
300M,chip_037_102_merged.tif,0.2,2,1685415237,39,39.5413,41.0545,1.5132
300M,chip_037_102_merged.tif,0.2,3,1304808606,39,37.9411,39.8763,1.9353
300M,chip_037_102_merged.tif,0.2,4,824863088,39,37.0268,40.7329,3.7062
300M,chip_037_102_merged.tif,0.4,0,237868405,78,32.0966,36.9703,4.8738
300M,chip_037_102_merged.tif,0.4,1,1905406535,78,33.0323,39.8546,6.8223
300M,chip_037_102_merged.tif,0.4,2,1524799904,78,31.8063,37.8517,6.0454
300M,chip_037_102_merged.tif,0.4,3,1044854386,78,35.7064,40.1891,4.4827
300M,chip_037_102_merged.tif,0.4,4,664247755,78,31.2608,39.4386,8.1778
300M,chip_037_102_merged.tif,0.6,0,1642053846,117,32.4725,39.182,6.7095
300M,chip_037_102_merged.tif,0.6,1,1162108328,117,33.7975,36.5523,2.7548
300M,chip_037_102_merged.tif,0.6,2,781501697,117,33.6063,38.5772,4.9709
300M,chip_037_102_merged.tif,0.6,3,301556179,117,33.9904,38.3794,4.389
300M,chip_037_102_merged.tif,0.6,4,2068433196,117,33.7359,40.1655,6.4296
300M,chip_037_102_merged.tif,0.8,0,1159461650,156,32.5992,36.3973,3.7981
300M,chip_037_102_merged.tif,0.8,1,778855019,156,32.9131,37.6888,4.7757
300M,chip_037_102_merged.tif,0.8,2,298909501,156,32.5541,37.687,5.1329
300M,chip_037_102_merged.tif,0.8,3,2065786518,156,32.6127,38.134,5.5213
300M,chip_037_102_merged.tif,0.8,4,1585841000,156,32.5514,34.8058,2.2544
300M,chip_038_107_merged.tif,0.2,0,1677005883,39,37.8828,38.8084,0.9255
300M,chip_038_107_merged.tif,0.2,1,1296399252,39,35.4527,38.0563,2.6035
300M,chip_038_107_merged.tif,0.2,2,816453734,39,35.4532,39.4,3.9468
300M,chip_038_107_merged.tif,0.2,3,435847103,39,35.6701,37.6898,2.0197
300M,chip_038_107_merged.tif,0.2,4,55240472,39,34.0987,38.6218,4.5231
300M,chip_038_107_merged.tif,0.4,0,711069700,78,33.8291,39.1642,5.3351
300M,chip_038_107_merged.tif,0.4,1,231124182,78,35.2852,38.0057,2.7205
300M,chip_038_107_merged.tif,0.4,2,1998001199,78,33.8296,38.751,4.9214
300M,chip_038_107_merged.tif,0.4,3,1617394568,78,34.4089,38.5986,4.1897
300M,chip_038_107_merged.tif,0.4,4,1137449050,78,33.8816,38.917,5.0354
300M,chip_038_107_merged.tif,0.6,0,2115255141,117,34.1682,36.7644,2.5962
300M,chip_038_107_merged.tif,0.6,1,1635309623,117,35.8623,37.1121,1.2499
300M,chip_038_107_merged.tif,0.6,2,1254702992,117,34.1653,38.4084,4.2431
300M,chip_038_107_merged.tif,0.6,3,874096361,117,35.2659,38.3447,3.0787
300M,chip_038_107_merged.tif,0.6,4,394150843,117,35.8525,38.3051,2.4525
300M,chip_038_107_merged.tif,0.8,0,1632662945,156,35.2477,36.9586,1.7109
300M,chip_038_107_merged.tif,0.8,1,1252056314,156,34.574,36.6063,2.0324
300M,chip_038_107_merged.tif,0.8,2,772110796,156,33.8161,35.9599,2.1437
300M,chip_038_107_merged.tif,0.8,3,391504165,156,34.5671,36.199,1.6318
300M,chip_038_107_merged.tif,0.8,4,2059042295,156,33.832,36.3346,2.5026
300M,chip_039_108_merged.tif,0.2,0,37686692,39,33.9761,38.2552,4.2791
300M,chip_039_108_merged.tif,0.2,1,1804563709,39,33.9776,37.9254,3.9478
300M,chip_039_108_merged.tif,0.2,2,1324618191,39,35.7129,38.1317,2.4188
300M,chip_039_108_merged.tif,0.2,3,944011560,39,32.3951,38.3823,5.9872
300M,chip_039_108_merged.tif,0.2,4,464066042,39,34.0134,39.1528,5.1395
300M,chip_039_108_merged.tif,0.4,0,2024555007,78,28.5394,38.5406,10.0011
300M,chip_039_108_merged.tif,0.4,1,1544609489,78,28.5397,37.7128,9.1732
300M,chip_039_108_merged.tif,0.4,2,1164002858,78,31.868,36.7141,4.8461
300M,chip_039_108_merged.tif,0.4,3,783396227,78,28.5401,38.3985,9.8583
300M,chip_039_108_merged.tif,0.4,4,303450709,78,31.8696,38.0667,6.1971
300M,chip_039_108_merged.tif,0.6,0,1281256800,117,29.7867,35.7833,5.9966
300M,chip_039_108_merged.tif,0.6,1,900650169,117,29.9626,36.8427,6.8801
300M,chip_039_108_merged.tif,0.6,2,420704651,117,28.6024,36.8638,8.2614
300M,chip_039_108_merged.tif,0.6,3,40098020,117,28.62,37.6109,8.9909
300M,chip_039_108_merged.tif,0.6,4,1707636150,117,29.0837,36.0845,7.0008
300M,chip_039_108_merged.tif,0.8,0,798664604,156,30.558,34.8372,4.2792
300M,chip_039_108_merged.tif,0.8,1,418057973,156,30.5603,34.6648,4.1046
300M,chip_039_108_merged.tif,0.8,2,2085596103,156,30.2574,36.5352,6.2777
300M,chip_039_108_merged.tif,0.8,3,1704989472,156,30.25,33.78,3.53
300M,chip_039_108_merged.tif,0.8,4,1225043954,156,30.5822,33.9045,3.3224
300M,chip_039_111_merged.tif,0.2,0,1727264021,39,32.7757,39.1763,6.4007
300M,chip_039_111_merged.tif,0.2,1,1346657390,39,36.6798,38.2815,1.6017
300M,chip_039_111_merged.tif,0.2,2,866711872,39,37.0086,38.9142,1.9056
300M,chip_039_111_merged.tif,0.2,3,486105241,39,36.3209,37.9583,1.6374
300M,chip_039_111_merged.tif,0.2,4,105498610,39,37.0074,37.9762,0.9688
300M,chip_039_111_merged.tif,0.4,0,1566648688,78,36.1554,38.6166,2.4612
300M,chip_039_111_merged.tif,0.4,1,1186042057,78,34.2882,38.6757,4.3876
300M,chip_039_111_merged.tif,0.4,2,706096539,78,37.4514,38.0731,0.6217
300M,chip_039_111_merged.tif,0.4,3,325489908,78,37.451,38.9997,1.5486
300M,chip_039_111_merged.tif,0.4,4,1993028038,78,34.7423,38.0521,3.3099
300M,chip_039_111_merged.tif,0.6,0,823350481,117,36.4722,37.8133,1.3412
300M,chip_039_111_merged.tif,0.6,1,442743850,117,36.3983,38.5569,2.1586
300M,chip_039_111_merged.tif,0.6,2,2110281980,117,36.9135,36.9008,-0.0127
300M,chip_039_111_merged.tif,0.6,3,1729675349,117,36.933,38.4484,1.5154
300M,chip_039_111_merged.tif,0.6,4,1249729831,117,35.3798,38.2836,2.9038
300M,chip_039_111_merged.tif,0.8,0,340758285,156,36.9111,37.2582,0.3471
300M,chip_039_111_merged.tif,0.8,1,2107635302,156,35.6468,36.575,0.9282
300M,chip_039_111_merged.tif,0.8,2,1627689784,156,36.3372,36.7492,0.412
300M,chip_039_111_merged.tif,0.8,3,1247083153,156,36.914,37.295,0.381
300M,chip_039_111_merged.tif,0.8,4,767137635,156,36.9029,36.829,-0.0739
300M,chip_042_092_merged.tif,0.2,0,406649076,39,33.3496,38.7762,5.4266
300M,chip_042_092_merged.tif,0.2,1,2074187206,39,33.9768,37.9409,3.9641
300M,chip_042_092_merged.tif,0.2,2,1693580575,39,35.6384,38.4747,2.8363
300M,chip_042_092_merged.tif,0.2,3,1312973944,39,32.1428,38.6177,6.4749
300M,chip_042_092_merged.tif,0.2,4,833028426,39,26.8728,36.7289,9.856
300M,chip_042_092_merged.tif,0.4,0,1488857654,78,31.6914,38.4293,6.7378
300M,chip_042_092_merged.tif,0.4,1,1108251023,78,31.6913,34.9841,3.2927
300M,chip_042_092_merged.tif,0.4,2,727644392,78,31.692,34.5816,2.8896
300M,chip_042_092_merged.tif,0.4,3,247698874,78,31.6909,38.1879,6.497
300M,chip_042_092_merged.tif,0.4,4,2014575891,78,29.0594,39.3986,10.3393
300M,chip_042_092_merged.tif,0.6,0,1650219184,117,31.1745,37.4144,6.2399
300M,chip_042_092_merged.tif,0.6,1,1170273666,117,30.2293,37.9857,7.7564
300M,chip_042_092_merged.tif,0.6,2,789667035,117,30.6769,35.8151,5.1382
300M,chip_042_092_merged.tif,0.6,3,309721517,117,30.2183,35.4269,5.2086
300M,chip_042_092_merged.tif,0.6,4,2076598534,117,29.2747,32.9278,3.6531
300M,chip_042_092_merged.tif,0.8,0,1167626988,156,28.5529,34.3604,5.8076
300M,chip_042_092_merged.tif,0.8,1,687681470,156,27.8605,34.3062,6.4457
300M,chip_042_092_merged.tif,0.8,2,307074839,156,28.474,30.0545,1.5805
300M,chip_042_092_merged.tif,0.8,3,2073951856,156,28.482,31.4253,2.9433
300M,chip_042_092_merged.tif,0.8,4,1594006338,156,29.2298,34.6141,5.3843
300M,chip_047_106_merged.tif,0.2,0,1540040360,39,36.0266,39.151,3.1244
300M,chip_047_106_merged.tif,0.2,1,1060094842,39,36.5252,39.5116,2.9864
300M,chip_047_106_merged.tif,0.2,2,679488211,39,35.392,38.5289,3.1369
300M,chip_047_106_merged.tif,0.2,3,199542693,39,36.6039,39.33,2.7262
300M,chip_047_106_merged.tif,0.2,4,1966419710,39,36.0261,38.8952,2.8691
300M,chip_047_106_merged.tif,0.4,0,1280086140,78,34.5379,38.1138,3.5759
300M,chip_047_106_merged.tif,0.4,1,899479509,78,33.3879,38.1454,4.7575
300M,chip_047_106_merged.tif,0.4,2,419533991,78,34.5436,38.195,3.6514
300M,chip_047_106_merged.tif,0.4,3,38927360,78,35.6592,38.7338,3.0747
300M,chip_047_106_merged.tif,0.4,4,1805804377,78,34.5382,37.598,3.0598
300M,chip_047_106_merged.tif,0.6,0,536787933,117,34.4861,37.7186,3.2325
300M,chip_047_106_merged.tif,0.6,1,156181302,117,35.6296,38.0871,2.4575
300M,chip_047_106_merged.tif,0.6,2,1923058319,117,33.903,36.5734,2.6704
300M,chip_047_106_merged.tif,0.6,3,1443112801,117,34.1267,38.9135,4.7868
300M,chip_047_106_merged.tif,0.6,4,1062506170,117,34.4832,38.0227,3.5395
300M,chip_047_106_merged.tif,0.8,0,153534624,156,33.4429,37.106,3.663
300M,chip_047_106_merged.tif,0.8,1,1821072754,156,33.5038,36.2256,2.7218
300M,chip_047_106_merged.tif,0.8,2,1440466123,156,31.9956,35.4331,3.4376
300M,chip_047_106_merged.tif,0.8,3,960520605,156,34.348,36.6392,2.2912
300M,chip_047_106_merged.tif,0.8,4,579913974,156,33.5064,35.0852,1.5789
300M,chip_051_235_merged.tif,0.2,0,1828844630,39,32.1365,37.9923,5.8558
300M,chip_051_235_merged.tif,0.2,1,1448237999,39,32.3808,39.0846,6.7038
300M,chip_051_235_merged.tif,0.2,2,968292481,39,33.8469,36.9316,3.0848
300M,chip_051_235_merged.tif,0.2,3,587685850,39,35.0067,39.3601,4.3534
300M,chip_051_235_merged.tif,0.2,4,107740332,39,31.5567,37.7567,6.2
300M,chip_051_235_merged.tif,0.4,0,763569560,78,31.6904,37.7215,6.0312
300M,chip_051_235_merged.tif,0.4,1,382962929,78,36.7802,37.8124,1.0322
300M,chip_051_235_merged.tif,0.4,2,2356298,78,32.3711,36.3984,4.0273
300M,chip_051_235_merged.tif,0.4,3,1669894428,78,32.3719,38.9029,6.531
300M,chip_051_235_merged.tif,0.4,4,1289287797,78,32.2159,37.4976,5.2817
300M,chip_051_235_merged.tif,0.6,0,924931090,117,31.9776,35.185,3.2075
300M,chip_051_235_merged.tif,0.6,1,444985572,117,31.9655,36.6795,4.7141
300M,chip_051_235_merged.tif,0.6,2,64378941,117,33.492,36.1147,2.6226
300M,chip_051_235_merged.tif,0.6,3,1831255958,117,31.7803,36.8122,5.0319
300M,chip_051_235_merged.tif,0.6,4,1351310440,117,32.4615,35.9778,3.5163
300M,chip_051_235_merged.tif,0.8,0,442338894,156,30.8303,34.4108,3.5804
300M,chip_051_235_merged.tif,0.8,1,61732263,156,32.9787,35.3439,2.3652
300M,chip_051_235_merged.tif,0.8,2,1729270393,156,32.7478,33.3397,0.592
300M,chip_051_235_merged.tif,0.8,3,1348663762,156,33.2145,35.0753,1.8608
300M,chip_051_235_merged.tif,0.8,4,868718244,156,30.8162,33.0631,2.2469
300M,chip_053_176_merged.tif,0.2,0,1908118620,39,41.422,42.2386,0.8167
300M,chip_053_176_merged.tif,0.2,1,1428173102,39,41.123,41.2117,0.0887
300M,chip_053_176_merged.tif,0.2,2,1047566471,39,41.2335,40.8988,-0.3347
300M,chip_053_176_merged.tif,0.2,3,567620953,39,42.6899,43.2165,0.5266
300M,chip_053_176_merged.tif,0.2,4,187014322,39,38.5935,41.7565,3.163
300M,chip_053_176_merged.tif,0.4,0,1648164400,78,40.2355,42.2245,1.989
300M,chip_053_176_merged.tif,0.4,1,1267557769,78,40.7447,41.4991,0.7544
300M,chip_053_176_merged.tif,0.4,2,886951138,78,40.7437,41.8541,1.1104
300M,chip_053_176_merged.tif,0.4,3,407005620,78,40.0679,37.8974,-2.1705
300M,chip_053_176_merged.tif,0.4,4,26398989,78,41.2946,43.2181,1.9235
300M,chip_053_176_merged.tif,0.6,0,904866193,117,38.3382,40.5835,2.2453
300M,chip_053_176_merged.tif,0.6,1,524259562,117,40.4096,41.3422,0.9326
300M,chip_053_176_merged.tif,0.6,2,143652931,117,38.5714,41.2221,2.6507
300M,chip_053_176_merged.tif,0.6,3,1811191061,117,37.8054,40.373,2.5676
300M,chip_053_176_merged.tif,0.6,4,1430584430,117,40.5788,40.6989,0.1202
300M,chip_053_176_merged.tif,0.8,0,521612884,156,37.1704,38.8498,1.6794
300M,chip_053_176_merged.tif,0.8,1,41667366,156,37.429,40.7757,3.3467
300M,chip_053_176_merged.tif,0.8,2,1808544383,156,37.4275,39.8076,2.3801
300M,chip_053_176_merged.tif,0.8,3,1328598865,156,37.1718,39.6524,2.4806
300M,chip_053_176_merged.tif,0.8,4,947992234,156,37.4385,40.1983,2.7598
300M,chip_054_264_merged.tif,0.2,0,547178488,39,36.0457,38.4527,2.407
300M,chip_054_264_merged.tif,0.2,1,67232970,39,35.151,37.5856,2.4346
300M,chip_054_264_merged.tif,0.2,2,1834109987,39,34.4507,38.7675,4.3168
300M,chip_054_264_merged.tif,0.2,3,1354164469,39,38.1055,38.1379,0.0323
300M,chip_054_264_merged.tif,0.2,4,973557838,39,34.4521,38.3229,3.8708
300M,chip_054_264_merged.tif,0.4,0,287224268,78,37.8053,37.5919,-0.2134
300M,chip_054_264_merged.tif,0.4,1,2054101285,78,36.6913,37.7884,1.0971
300M,chip_054_264_merged.tif,0.4,2,1673494654,78,36.886,38.3386,1.4526
300M,chip_054_264_merged.tif,0.4,3,1193549136,78,36.5375,38.2077,1.6702
300M,chip_054_264_merged.tif,0.4,4,812942505,78,36.35,38.4188,2.0687
300M,chip_054_264_merged.tif,0.6,0,1691409709,117,32.8693,36.9348,4.0655
300M,chip_054_264_merged.tif,0.6,1,1310803078,117,36.1885,37.4638,1.2754
300M,chip_054_264_merged.tif,0.6,2,930196447,117,35.8558,37.4503,1.5944
300M,chip_054_264_merged.tif,0.6,3,450250929,117,34.4187,38.0301,3.6115
300M,chip_054_264_merged.tif,0.6,4,69644298,117,35.8382,37.381,1.5427
300M,chip_054_264_merged.tif,0.8,0,1308156400,156,33.847,36.4156,2.5686
300M,chip_054_264_merged.tif,0.8,1,828210882,156,34.8917,36.8107,1.919
300M,chip_054_264_merged.tif,0.8,2,447604251,156,34.6114,36.7295,2.118
300M,chip_054_264_merged.tif,0.8,3,2115142381,156,34.8505,36.1224,1.2719
300M,chip_054_264_merged.tif,0.8,4,1734535750,156,34.9039,36.5864,1.6825
300M,chip_055_200_merged.tif,0.2,0,2141417232,39,38.4434,41.919,3.4757
300M,chip_055_200_merged.tif,0.2,1,1661471714,39,40.9111,41.7164,0.8053
300M,chip_055_200_merged.tif,0.2,2,1280865083,39,39.9611,41.2545,1.2935
300M,chip_055_200_merged.tif,0.2,3,800919565,39,41.4925,41.6181,0.1255
300M,chip_055_200_merged.tif,0.2,4,420312934,39,41.491,42.2497,0.7587
300M,chip_055_200_merged.tif,0.4,0,1076142162,78,38.3713,41.4773,3.1061
300M,chip_055_200_merged.tif,0.4,1,695535531,78,39.1034,41.1694,2.066
300M,chip_055_200_merged.tif,0.4,2,215590013,78,39.6055,40.6418,1.0363
300M,chip_055_200_merged.tif,0.4,3,1982467030,78,40.4605,41.172,0.7114
300M,chip_055_200_merged.tif,0.4,4,1502521512,78,39.9982,41.4201,1.4219
300M,chip_055_200_merged.tif,0.6,0,1138164805,117,39.3236,41.0696,1.746
300M,chip_055_200_merged.tif,0.6,1,757558174,117,38.6195,41.0216,2.4021
300M,chip_055_200_merged.tif,0.6,2,277612656,117,39.2468,40.7193,1.4725
300M,chip_055_200_merged.tif,0.6,3,2044489673,117,37.5408,41.2466,3.7058
300M,chip_055_200_merged.tif,0.6,4,1663883042,117,39.3144,40.7764,1.462
300M,chip_055_200_merged.tif,0.8,0,754911496,156,37.5864,39.581,1.9946
300M,chip_055_200_merged.tif,0.8,1,274965978,156,38.2692,40.3456,2.0764
300M,chip_055_200_merged.tif,0.8,2,2041842995,156,37.276,39.3421,2.0661
300M,chip_055_200_merged.tif,0.8,3,1561897477,156,38.9502,39.4436,0.4934
300M,chip_055_200_merged.tif,0.8,4,1181290846,156,38.0718,39.6435,1.5716
300M,chip_055_202_merged.tif,0.2,0,505808435,39,38.9326,42.0284,3.0958
300M,chip_055_202_merged.tif,0.2,1,25862917,39,39.1432,42.2286,3.0854
300M,chip_055_202_merged.tif,0.2,2,1792739934,39,39.9055,41.8545,1.949
300M,chip_055_202_merged.tif,0.2,3,1412133303,39,39.9058,41.6914,1.7856
300M,chip_055_202_merged.tif,0.2,4,932187785,39,40.6132,42.3818,1.7686
300M,chip_055_202_merged.tif,0.4,0,345193102,78,37.9461,40.6518,2.7057
300M,chip_055_202_merged.tif,0.4,1,2012731232,78,38.3872,40.9719,2.5847
300M,chip_055_202_merged.tif,0.4,2,1632124601,78,39.4769,41.4742,1.9973
300M,chip_055_202_merged.tif,0.4,3,1152179083,78,37.9456,41.0434,3.0978
300M,chip_055_202_merged.tif,0.4,4,771572452,78,39.3846,41.2091,1.8245
300M,chip_055_202_merged.tif,0.6,0,1749378543,117,37.9933,41.5798,3.5865
300M,chip_055_202_merged.tif,0.6,1,1269433025,117,36.2141,41.2834,5.0693
300M,chip_055_202_merged.tif,0.6,2,888826394,117,39.5878,41.2504,1.6627
300M,chip_055_202_merged.tif,0.6,3,408880876,117,38.0157,42.2803,4.2646
300M,chip_055_202_merged.tif,0.6,4,28274245,117,36.5496,41.2052,4.6556
300M,chip_055_202_merged.tif,0.8,0,1266786347,156,37.3129,40.0363,2.7234
300M,chip_055_202_merged.tif,0.8,1,786840829,156,38.1693,40.5813,2.412
300M,chip_055_202_merged.tif,0.8,2,406234198,156,37.3114,40.4766,3.1652
300M,chip_055_202_merged.tif,0.8,3,25627567,156,37.3423,40.6571,3.3148
300M,chip_055_202_merged.tif,0.8,4,1693165697,156,37.8259,40.1831,2.3572
300M,chip_057_118_merged.tif,0.2,0,1253468612,39,36.99,37.6569,0.6669
