chip,mask_ratio,trial,block_psnr,random_psnr
chip_217_425,0.8,18,29.884841466045753,31.315536103511683
chip_217_425,0.8,19,30.601084065978338,31.769814114335514
chip_217_425,0.8,20,30.12690309880596,30.943664614834915
chip_217_425,0.8,21,30.126675352451336,31.229095112294495
chip_217_425,0.8,22,30.127068124769735,31.414012385063526
chip_217_425,0.8,23,30.127119924433124,31.28949839995636
chip_217_425,0.8,24,29.885156092467,31.62015210887656
chip_217_425,0.8,25,28.274109886773104,31.5468285951252
chip_217_425,0.8,26,28.274746012695143,31.05608958529075
chip_217_425,0.8,27,29.885181696871964,31.332706140337272
chip_217_425,0.8,28,29.885624873952466,31.133010587806893
chip_217_425,0.8,29,30.601052421511632,31.18686484744991
chip_217_425,0.8,30,29.885130980601065,31.344677000437148
chip_217_425,0.8,31,28.274785093981507,31.566085689515667
chip_217_425,0.8,32,30.600759213107516,30.976282010446752
chip_217_425,0.8,33,30.601408362472085,31.533480255203155
chip_217_425,0.8,34,30.12685728829394,31.902066668206995
chip_217_425,0.8,35,28.274509153640956,30.99394357857347
chip_217_425,0.8,36,30.6010111969559,31.25919056069009
chip_217_425,0.8,37,30.12707281014101,31.371152636296546
chip_217_425,0.8,38,29.88495273976488,31.227933145402996
chip_217_425,0.8,39,29.885507673837203,31.077654104486257
chip_217_425,0.8,40,29.8851600315964,31.357022303381896
chip_217_425,0.8,41,30.12668081822397,31.510702327118057
chip_217_425,0.8,42,30.601075937102497,31.461799265949608
chip_217_425,0.8,43,29.885038412623928,31.31692441024144
chip_217_425,0.8,44,30.127147516465822,31.063830793899868
chip_217_425,0.8,45,30.126786230898986,31.163408755347298
chip_217_425,0.8,46,29.88507287919337,31.09122579172515
chip_217_425,0.8,47,28.274382403671293,31.144005860240146
chip_217_425,0.8,48,30.601212097779836,31.4243305997401
chip_217_425,0.8,49,28.27432191839445,30.890229005481356
chip_268_410,0.2,0,34.22283323187497,37.10986410646236
chip_268_410,0.2,1,31.09186576929437,36.40437408952312
chip_268_410,0.2,2,30.551420895116912,36.576773814977
chip_268_410,0.2,3,32.65867112931296,35.84755469561373
chip_268_410,0.2,4,31.96641421111434,36.13736490931138
chip_268_410,0.2,5,31.565238120337234,36.592248242833
chip_268_410,0.2,6,31.215051599579738,35.46676795346507
chip_268_410,0.2,7,31.668785732603936,36.29329958238579
chip_268_410,0.2,8,29.91903389793508,35.817722106226455
