tile,mask_type,ratio,trial,mae,rmse,psnr
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,35,0.0118200015,0.016300712,35.755867
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,36,0.008627847,0.01364123,37.30293
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,37,0.013860515,0.01791342,34.93643
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,38,0.00872739,0.012969026,37.74185
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,39,0.014823585,0.01950634,34.196484
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,40,0.008195709,0.0125506455,38.02668
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,41,0.0086414665,0.012922636,37.772976
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,42,0.008099637,0.012448625,38.097572
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,43,0.008276261,0.012687334,37.93259
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,44,0.015773684,0.020366395,33.821716
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,45,0.009217084,0.013757713,37.229076
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,46,0.0093545,0.014749659,36.62436
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,47,0.009750396,0.015309664,36.30069
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,48,0.013749362,0.018045262,34.872738
PACE_OCI.20240510T004914.L1B.V3_image_157,contiguous,0.05,49,0.008512057,0.013400106,37.457836
PACE_OCI.20240510T004914.L1B.V3_image_157,scattered,0.05,0,0.010625891,0.015169905,36.380344
PACE_OCI.20240510T004914.L1B.V3_image_157,scattered,0.05,1,0.0094091995,0.014057583,37.041786
PACE_OCI.20240510T004914.L1B.V3_image_157,scattered,0.05,2,0.013171168,0.019584915,34.161568
PACE_OCI.20240510T004914.L1B.V3_image_157,scattered,0.05,3,0.010517648,0.015201341,36.362362
PACE_OCI.20240510T004914.L1B.V3_image_157,scattered,0.05,4,0.00880826,0.013113146,37.645863
PACE_OCI.20240510T004914.L1B.V3_image_157,scattered,0.05,5,0.011342078,0.016027767,35.902542
PACE_OCI.20240510T004914.L1B.V3_image_157,scattered,0.05,6,0.0123188775,0.018518964,34.647667
PACE_OCI.20240510T004914.L1B.V3_image_157,scattered,0.05,7,0.0089061735,0.013561544,37.353817
