tile,mask_type,trial,method,mae,rmse,o2a_zone_mae
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,4,wavelength,0.01320955467946256,0.032651573022972745,0.03032861484893321
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,5,index,0.004570643755258152,0.00940991805719953,0.030465152933172982
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,5,wavelength,0.004468435562326153,0.00881591028309954,0.03032861484893321
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,6,index,0.012433338332660828,0.03505771956305001,0.003565565970662522
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,6,wavelength,0.012018419099437417,0.03481640912466154,0.003445956835646786
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,7,index,0.012070745661489898,0.03996372942661872,0.0399757376717378
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,7,wavelength,0.010680900993901208,0.03815092266007005,0.03997358128388759
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,8,index,0.003572704976719325,0.0064724773417797815,0.0012175105777505325
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,8,wavelength,0.0034781087193943338,0.006428516305747637,0.001234966974741972
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,9,index,0.0037841483462567292,0.00791306537882301,
PACE_OCI.20250220T002538.L1B.V3_image_115,scattered,9,wavelength,0.003748280722531355,0.00768715833551943,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,0,index,0.008967430034732275,0.00994254438048673,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,0,wavelength,0.0075741485770621534,0.008421498388123177,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,1,index,0.006555653765588948,0.00752231729093114,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,1,wavelength,0.005095834956711641,0.005922874893093047,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,2,index,0.00840693742627118,0.009235223779107992,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,2,wavelength,0.007487856675274856,0.008160173511522472,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,3,index,0.011811128082886603,0.012710126491307584,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,3,wavelength,0.012020153843291373,0.012932864806934966,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,4,index,0.003416800248916292,0.0067598507207848645,0.011738214115874394
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,4,wavelength,0.003403913710585553,0.0067748091511459765,0.011879465367479303
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,5,index,0.00153348777425151,0.002400781500561846,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,5,wavelength,0.0015312556432049169,0.002380454997235552,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,6,index,0.005502395947045904,0.006117314367680828,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,6,wavelength,0.003987548877530952,0.004618422470670341,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,7,index,0.0065153695223342765,0.007271701011425814,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,7,wavelength,0.004604761086206856,0.005353010421668317,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,8,index,0.003085060245743787,0.0057144948730502975,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,8,wavelength,0.0032924321364461912,0.005864200327380521,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,9,index,0.01596680286201825,0.017965218887862237,
PACE_OCI.20240510T003914.L1B.V3_image_200,contiguous,9,wavelength,0.01620707006931659,0.018224356714365817,
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,0,index,0.0009562528280993509,0.004791156723441769,0.0012750466396482807
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,0,wavelength,0.0009889398290093621,0.004830963138119664,0.0012792995016394115
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,1,index,0.0015065496777245098,0.006982353619680041,0.0014925466108858625
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,1,wavelength,0.0015559348195522092,0.0071172092779064125,0.001490291424332227
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,2,index,0.0019435218953925506,0.009300969988475157,0.0009428804025480565
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,2,wavelength,0.0913449309462525,0.7019766960220651,0.0009447265414309318
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,3,index,0.00035620031396766007,0.0009238863470448317,0.0012230542999229026
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,3,wavelength,0.0003750696022122572,0.00111779331279159,0.0012317569955890904
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,4,index,0.0009601729547938728,0.004367480759391327,0.0012750466396482807
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,4,wavelength,0.0010873189459424718,0.005257997039101109,0.0012792995016394115
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,5,index,0.0008409610947060848,0.0035739926387083946,0.0010126663831771213
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,5,wavelength,0.04080992489953197,0.4019939138625219,0.0010180059245730386
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,6,index,0.0008395488605857532,0.004685783823725739,
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,6,wavelength,0.0008877227718074854,0.004664833088204256,
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,7,index,0.0009758632340488286,0.004688665328770837,
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,7,wavelength,0.0010051429003393535,0.004768378708912409,
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,8,index,0.00048690641729323583,0.0024912244803721876,0.0004793240928443589
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,8,wavelength,0.0004010748570976264,0.0012918107719171465,0.0004765167371164916
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,9,index,0.0012437514391390068,0.00464437037770415,
PACE_OCI.20240510T003914.L1B.V3_image_200,scattered,9,wavelength,0.0011256535528004136,0.004015471194189356,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,0,index,0.01642559149822616,0.02251817778135724,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,0,wavelength,0.02366653511466001,0.03240388621458438,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,1,index,0.08408210832360914,0.12470470558428194,0.2620809438558598
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,1,wavelength,0.08881805161246896,0.12800239305724276,0.2579827094724208
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,2,index,0.02953784235490858,0.05259858757446719,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,2,wavelength,0.030522949324931038,0.05036697552612369,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,3,index,0.0921345023027201,0.10874886109959915,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,3,wavelength,0.0905232203864116,0.1076564027669805,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,4,index,0.04908496102381493,0.05748224737461815,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,4,wavelength,0.04820069375571403,0.05661195244892401,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,5,index,0.02999352649258406,0.052770602553173195,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,5,wavelength,0.031121634369420784,0.0503925179984367,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,6,index,0.02387649576389664,0.032781138387696515,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,6,wavelength,0.021312748859371806,0.02930468954630355,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,7,index,0.40742472481309755,0.45066456998661086,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,7,wavelength,0.2602416580479533,0.28572888995585377,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,8,index,0.0229280039448696,0.03459408561367631,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,8,wavelength,0.03220866340339912,0.04369957969361391,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,9,index,0.041020180920836126,0.05440582587616632,
PACE_OCI.20250220T002538.L1B.V3_image_118,contiguous,9,wavelength,0.03442864440330715,0.050441208489416474,
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,0,index,0.010571847211670649,0.03834422004103753,0.025939948403700126
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,0,wavelength,0.007582222612006785,0.02673678026672037,0.026194870482758717
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,1,index,0.005222053635979941,0.01438678246696746,0.015695357141036464
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,1,wavelength,0.004059793924202727,0.00911352952308393,0.01591733489443537
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,2,index,0.0038241050687634276,0.008905715161990601,0.029418883294056286
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,2,wavelength,0.0038192475355242595,0.008921542701245415,0.029286284976037483
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,3,index,0.01097342693123309,0.03261988159270387,0.015695357141036464
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,3,wavelength,0.009501671726326393,0.029006058489755165,0.01591733489443537
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,4,index,0.007859171842497247,0.020102259275214036,
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,4,wavelength,0.006332791019527722,0.014638443432764875,
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,5,index,0.008986546847342557,0.027135261370971782,0.0010218274849952043
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,5,wavelength,0.009029698556051364,0.02910666317502112,0.0010362584379922453
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,6,index,0.010956818183733619,0.03988889148773605,0.025939948403700126
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,6,wavelength,0.007267976587272213,0.026761070993045408,0.026194870482758717
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,7,index,0.01147106763540275,0.03355675161928137,0.0765913886874235
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,7,wavelength,0.010929301255012942,0.03243539058334956,0.07656997967349803
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,8,index,0.008294564624646165,0.027858859261947422,
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,8,wavelength,0.00842720539073236,0.028394297122516766,
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,9,index,0.006697474204179141,0.02643055356262553,0.03767460675468707
PACE_OCI.20250220T002538.L1B.V3_image_118,scattered,9,wavelength,0.006452694922613865,0.025724690273468284,0.037578029112245476
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,0,index,0.007636909227918619,0.009394844424121328,
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,0,wavelength,0.005799802095712339,0.007687337889912684,
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,1,index,0.007619126419761294,0.009365103677703856,
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,1,wavelength,0.005659563749878268,0.0075941392473494835,
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,2,index,0.008071081932285121,0.02179221146920805,0.0197072716573679
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,2,wavelength,0.008191449479173872,0.021944836682030684,0.019557393641921567
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,3,index,0.002703364070974797,0.005747066436471354,
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,3,wavelength,0.0026911817688484996,0.005723842465614484,
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,4,index,0.009323115742927992,0.030257753006836384,0.032309938812939656
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,4,wavelength,0.009586837220321992,0.030257272946945107,0.03260797192806206
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,5,index,0.010542013717836085,0.026268593417937365,0.005776799996809687
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,5,wavelength,0.010466342271246536,0.02667022996292908,0.005899095973759686
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,6,index,0.008713393908161822,0.02759855117768285,0.029083418246073908
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,6,wavelength,0.008769189333018962,0.02731343708535234,0.029319895036118142
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,7,index,0.010420470366186515,0.011603536199141022,
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,7,wavelength,0.01063187877327579,0.011829995009172674,
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,8,index,0.00905073114417341,0.02956472017526997,0.03186296029709892
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,8,wavelength,0.009264170852373724,0.02960089349979477,0.03211407307236053
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,9,index,0.008079259613439133,0.026298772175378144,0.02806238595145017
PACE_OCI.20240510T003914.L1B.V3_image_217,contiguous,9,wavelength,0.00813089859041966,0.026175106357146358,0.02814042216730237
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,0,index,0.0007877787990873503,0.00339435135851509,0.0014189746124834023
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,0,wavelength,0.0007656472001809199,0.0031202835460992662,0.0014128122851871166
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,1,index,0.0007994585170078462,0.0033905252418329566,0.002746787425116458
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,1,wavelength,0.0008947338797526289,0.003491963637730975,0.002766464470296841
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,2,index,0.0014172255293172988,0.00795136596026875,0.000614779736426701
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,2,wavelength,0.0010841013226591393,0.0044270871969793605,0.0006076607831877197
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,3,index,0.0020466861091311913,0.011425969800070442,0.0008349420667636204
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,3,wavelength,0.0016144241136551519,0.00890601142467146,0.0008464916957699963
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,4,index,0.0011903962436779069,0.004580333140062147,0.0022143950146573284
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,4,wavelength,0.001313431232346691,0.004704649801048909,0.002225935634295612
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,5,index,0.0009563770601737358,0.0035902429570081017,0.0008214985817479222
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,5,wavelength,0.001060337714906998,0.003632096097838395,0.0008194332572624574
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,6,index,0.0011741217884530507,0.0037031379986174747,0.002746787425116458
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,6,wavelength,0.001016316413955944,0.002787036119506906,0.002766464470296841
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,7,index,0.0020056640277053366,0.014838410838074618,0.001460016577463345
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,7,wavelength,0.001881076451402519,0.01511368070421902,0.001457184350335674
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,8,index,0.0017017685864790632,0.010714965166358902,
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,8,wavelength,0.0011451324622313531,0.0038374291750908236,
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,9,index,0.0009154827835485404,0.0025957696655685494,0.003022289206607335
PACE_OCI.20240510T003914.L1B.V3_image_217,scattered,9,wavelength,0.0009286910186091196,0.0029113079714732514,0.0030218432480496626
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,0,index,0.08957740760223681,0.10592519776162,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,0,wavelength,0.09995867961018215,0.11652421885501699,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,1,index,0.03804456212388786,0.04995236123947233,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,1,wavelength,0.03208767544293067,0.04294237815854337,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,2,index,0.04200281242758205,0.0499423237937316,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,2,wavelength,0.04148914841134122,0.04949912684252157,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,3,index,0.0570512740363454,0.07319326481318582,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,3,wavelength,0.047830775217688304,0.06769591745122501,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,4,index,0.13503412003486445,0.1634988794616698,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,4,wavelength,0.1324782664193858,0.160912687226615,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,5,index,0.07480187165255582,0.08380178792561756,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,5,wavelength,0.07402730521399932,0.0829896774774101,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,6,index,0.18282973229293095,0.21967882360749258,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,6,wavelength,0.17851910052952422,0.21816232876519193,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,7,index,0.12265283856190555,0.14144672695084032,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,7,wavelength,0.12047819466018075,0.13923947072473455,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,8,index,0.11907720562673553,0.13793422208106107,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,8,wavelength,0.11703447453089359,0.13579891422471144,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,9,index,0.028231818021763215,0.042427585863863825,
PACE_OCI.20250220T002538.L1B.V3_image_120,contiguous,9,wavelength,0.04158901432137412,0.055642126982169,
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,0,index,0.01019533739623793,0.02387161105425144,0.05184928239476802
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,0,wavelength,0.008948587138431375,0.019428574651196767,0.05184556789044251
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,1,index,0.006918196249061046,0.013870465235886023,0.04951268386705326
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,1,wavelength,0.00705314176061735,0.0139545324666996,0.049377844692593924
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,2,index,0.034362219275274705,0.12670302410149514,0.03382047909124392
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,2,wavelength,0.02938583969568896,0.11666312797716041,0.03416413539855002
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,3,index,0.008461436856904153,0.026059369897145208,0.02135474674832949
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,3,wavelength,0.004222234017276152,0.007432667359307199,0.021651995372543895
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,4,index,0.01610458775533474,0.04916060438908641,0.036543336416124714
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,4,wavelength,0.014086579014300462,0.04591297601882537,0.03663415161570968
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,5,index,0.011312670743733308,0.02948219707027979,0.05184928239476802
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,5,wavelength,0.007524650154405243,0.014257164988087902,0.05184556789044251
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,6,index,0.011087820221584332,0.038384161391268004,0.006804818030407962
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,6,wavelength,0.010171545126803884,0.03670869686692654,0.006653024095782872
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,7,index,0.013412312461373652,0.04476904960038075,
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,7,wavelength,0.012165236620340693,0.04925614863890069,
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,8,index,0.010384090559189948,0.03783346006854934,0.0014307009979448696
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,8,wavelength,0.008231355115036833,0.03453669482409876,0.0014530374313215843
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,9,index,0.013222155982911252,0.03767217714451465,
PACE_OCI.20250220T002538.L1B.V3_image_120,scattered,9,wavelength,0.011916091621134637,0.03795223505515655,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,0,index,0.002372271935562642,0.004318136084174359,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,0,wavelength,0.0023370386486909586,0.004344094059340359,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,1,index,0.009175861743138447,0.020257732302766007,0.009147094182267699
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,1,wavelength,0.009450761916306775,0.02124272378131987,0.009063536573181366
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,2,index,0.007222474843282543,0.00834181652782884,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,2,wavelength,0.007401404785789322,0.008519846802542601,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,3,index,0.01127815246665291,0.032684746775800085,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,3,wavelength,0.007918211819126093,0.021530514186308983,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,4,index,0.0052318989004082606,0.006357464458147589,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,4,wavelength,0.004028644424895713,0.005456572287898942,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,5,index,0.003627720073589069,0.004796995377627349,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,5,wavelength,0.0028445195692889213,0.004310119076180636,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,6,index,0.019793617128767933,0.021950137705365597,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,6,wavelength,0.02050969178434085,0.022680327173609197,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,7,index,0.011046063423553524,0.012032237316772734,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,7,wavelength,0.011242829410741803,0.012244395419748892,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,8,index,0.009335667984913447,0.010302058020632476,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,8,wavelength,0.009528692405969178,0.010508724711512797,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,9,index,0.0030691081824224717,0.006396289204774161,
PACE_OCI.20240510T004414.L1B.V3_image_006,contiguous,9,wavelength,0.0030260752305155962,0.006313222628013842,
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,0,index,0.0005815662346618165,0.001506438708111443,0.0013781552470054183
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,0,wavelength,0.0006128184815467725,0.0016710956531447532,0.0013758815066737128
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,1,index,0.0011348647602934263,0.004126995616189712,0.002234714700282186
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,1,wavelength,0.0010411854381079274,0.003338392677417805,0.00225048084182778
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,2,index,0.0008572982401647284,0.006959756522116384,0.0012810512545046897
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,2,wavelength,0.0005482561872400155,0.0023647866035150116,0.0012849967444349976
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,3,index,0.0012094053691292532,0.007115502725644066,
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,3,wavelength,0.0010692399377201626,0.006960852007722961,
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,4,index,0.0010303014424157468,0.004272277480203595,0.0023323039922615862
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,4,wavelength,0.0008800210319345986,0.003258539768324416,0.00234000486098014
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,5,index,0.0006668205686908194,0.00277282604079376,0.002234714700282186
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,5,wavelength,0.0006022277449689454,0.002202505976788121,0.00225048084182778
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,6,index,0.0020683951319382934,0.01287085443517489,0.0004989030864949817
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,6,wavelength,0.002130559858786687,0.013811165092309459,0.000487269005686334
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,7,index,0.0006663131150828282,0.002224375452448021,0.0020456288642620806
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,7,wavelength,0.0007341732679704446,0.0023821482733766574,0.0020424761437225995
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,8,index,0.0016456249261315354,0.012279126116504323,0.0014405138482502088
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,8,wavelength,0.001655095238283289,0.012603429413855624,0.0014378600574162332
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,9,index,0.0013430006179808152,0.007581733603095695,0.0002511672548987715
PACE_OCI.20240510T004414.L1B.V3_image_006,scattered,9,wavelength,0.0010181423856584612,0.0037296273216017406,0.0002502218155131335
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,0,index,0.0366335892435044,0.04137934678661485,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,0,wavelength,0.036428137116095584,0.0411534351552129,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,1,index,0.04919232297199728,0.055483899552526,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,1,wavelength,0.04879428543435895,0.055051461273695215,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,2,index,0.02939749610668779,0.04789867294606847,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,2,wavelength,0.029442862945456755,0.047895744610524475,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,3,index,0.10041503511826219,0.12083114294183382,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,3,wavelength,0.10086141924439782,0.12114491006031257,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,4,index,0.0505578603715252,0.062382348496056325,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,4,wavelength,0.045843836758597115,0.05628335676162976,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,5,index,0.03556588425103939,0.03811786742056016,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,5,wavelength,0.03548137888416373,0.03802407474059886,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,6,index,0.07125463807588854,0.08298629425139205,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,6,wavelength,0.07516015988816423,0.08693859900256107,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,7,index,0.07103985227356772,0.1454546533838782,0.37867203981464387
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,7,wavelength,0.0719399667783271,0.1461773655078555,0.3803623044172388
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,8,index,0.2109040374499682,0.2522416704509362,0.13515293861708588
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,8,wavelength,0.20581406346878434,0.2513024034325045,0.13674416737378114
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,9,index,0.04012730661479948,0.04255680339502187,
PACE_OCI.20250220T002538.L1B.V3_image_122,contiguous,9,wavelength,0.040047514569166075,0.042469829466489424,
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,0,index,0.014719965293548735,0.03972058878597392,0.04569195800690472
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,0,wavelength,0.013840168792321937,0.03833263690758866,0.045637454956931466
PACE_OCI.20250220T002538.L1B.V3_image_122,scattered,1,index,0.007446359176324039,0.016218864969443653,0.007618743733473821
