backbone,chip,mask_ratio,trial,trial_seed,block_h_patches,block_w_patches,block_area_frac,global_mae,global_psnr,global_ssim,block_mae,block_psnr,block_ssim
600M,chip_154_484_merged.tif,0.8,2,1151424982,13,15,0.7617,0.02188,31.211,0.8097,0.023169,30.9062,0.8026
600M,chip_154_484_merged.tif,0.8,3,770818351,13,15,0.7617,0.020719,31.6081,0.8081,0.022482,31.2417,0.795
600M,chip_154_484_merged.tif,0.8,4,290872833,13,15,0.7617,0.021167,31.3858,0.8104,0.02316,30.8671,0.7923
600M,chip_119_126_merged.tif,0.2,0,1643988435,5,10,0.1953,0.002556,43.1276,0.9871,0.009,37.2456,0.9546
600M,chip_119_126_merged.tif,0.2,1,1164042917,5,10,0.1953,0.00264,43.534,0.9853,0.010087,37.2344,0.9404
600M,chip_119_126_merged.tif,0.2,2,783436286,5,10,0.1953,0.002676,43.2791,0.9878,0.008656,37.7601,0.9672
600M,chip_119_126_merged.tif,0.2,3,402829655,5,10,0.1953,0.002013,45.9928,0.9905,0.007173,40.3778,0.9698
600M,chip_119_126_merged.tif,0.2,4,2070367785,5,10,0.1953,0.00243,44.0475,0.987,0.00913,38.0039,0.9544
600M,chip_119_126_merged.tif,0.4,0,1483373102,10,10,0.3906,0.005788,39.5489,0.9643,0.01189,36.1103,0.9256
600M,chip_119_126_merged.tif,0.4,1,1003427584,10,10,0.3906,0.006031,39.0698,0.9641,0.011592,35.9789,0.9348
600M,chip_119_126_merged.tif,0.4,2,622820953,10,10,0.3906,0.005337,39.8559,0.9667,0.010125,36.8629,0.9391
600M,chip_119_126_merged.tif,0.4,3,142875435,10,10,0.3906,0.005028,40.621,0.9721,0.008861,37.8311,0.9556
600M,chip_119_126_merged.tif,0.4,4,1909752452,10,10,0.3906,0.005887,39.2187,0.9637,0.011643,36.1089,0.9285
600M,chip_119_126_merged.tif,0.6,0,740074895,11,14,0.6016,0.012224,34.8823,0.9226,0.017072,33.1902,0.8942
600M,chip_119_126_merged.tif,0.6,1,260129377,11,14,0.6016,0.01013,36.3515,0.9321,0.012943,35.4528,0.9131
600M,chip_119_126_merged.tif,0.6,2,2027006394,11,14,0.6016,0.009404,36.5568,0.9356,0.012646,35.3021,0.915
600M,chip_119_126_merged.tif,0.6,3,1547060876,11,14,0.6016,0.01011,36.2829,0.9364,0.012566,35.208,0.9222
600M,chip_119_126_merged.tif,0.6,4,1166454245,11,14,0.6016,0.009194,36.4776,0.9438,0.012407,34.8899,0.9256
600M,chip_119_126_merged.tif,0.8,0,257482699,13,16,0.8125,0.020013,32.0298,0.8514,0.021017,31.8575,0.8468
600M,chip_119_126_merged.tif,0.8,1,1925020829,13,15,0.7617,0.01808,31.9589,0.8585,0.020774,31.2552,0.8361
600M,chip_119_126_merged.tif,0.8,2,1544414198,13,15,0.7617,0.017784,32.1811,0.8667,0.019146,31.8183,0.8593
600M,chip_119_126_merged.tif,0.8,3,1163807567,13,15,0.7617,0.017205,32.4458,0.8686,0.018353,32.0322,0.861
600M,chip_119_126_merged.tif,0.8,4,683862049,13,15,0.7617,0.015835,33.0919,0.8728,0.017602,32.4923,0.8599
600M,chip_351_539_merged.tif,0.2,0,1294038059,5,10,0.1953,0.002175,44.762,0.9902,0.007773,38.9174,0.9661
600M,chip_351_539_merged.tif,0.2,1,913431428,5,10,0.1953,0.002444,44.5533,0.9881,0.008477,38.7596,0.9601
600M,chip_351_539_merged.tif,0.2,2,532824797,5,10,0.1953,0.002383,43.692,0.9866,0.008641,37.9544,0.9515
600M,chip_351_539_merged.tif,0.2,3,52879279,5,10,0.1953,0.00237,44.3939,0.9878,0.008017,39.2052,0.9588
600M,chip_351_539_merged.tif,0.2,4,1819756296,5,10,0.1953,0.002832,43.291,0.9846,0.01014,37.3232,0.943
600M,chip_351_539_merged.tif,0.4,0,328101876,10,10,0.3906,0.005367,40.0333,0.9705,0.009634,37.4768,0.9507
600M,chip_351_539_merged.tif,0.4,1,1995640006,10,10,0.3906,0.006846,37.6459,0.9586,0.014394,34.0993,0.9111
600M,chip_351_539_merged.tif,0.4,2,1615033375,10,10,0.3906,0.005344,39.9058,0.9666,0.010611,36.8059,0.9372
600M,chip_351_539_merged.tif,0.4,3,1234426744,10,10,0.3906,0.005295,40.225,0.9721,0.00966,37.34,0.9517
600M,chip_351_539_merged.tif,0.4,4,754481226,10,10,0.3906,0.005058,40.3825,0.9717,0.00947,37.7011,0.9499
600M,chip_351_539_merged.tif,0.6,0,390124519,11,14,0.6016,0.00883,36.9116,0.9426,0.010867,36.1485,0.9327
600M,chip_351_539_merged.tif,0.6,1,9517888,11,14,0.6016,0.009838,35.9862,0.9303,0.013533,34.5255,0.9045
600M,chip_351_539_merged.tif,0.6,2,1677056018,11,14,0.6016,0.009246,36.6141,0.9359,0.011866,35.2598,0.9181
600M,chip_351_539_merged.tif,0.6,3,1296449387,11,14,0.6016,0.010679,35.5039,0.9337,0.01543,33.674,0.9053
600M,chip_351_539_merged.tif,0.6,4,816503869,11,14,0.6016,0.009284,36.3327,0.9397,0.012534,34.8126,0.9187
600M,chip_351_539_merged.tif,0.8,0,2055015971,13,15,0.7617,0.022285,30.3662,0.8374,0.024898,29.7448,0.817
600M,chip_351_539_merged.tif,0.8,1,1674409340,13,16,0.8125,0.018765,32.4678,0.8623,0.019872,32.1849,0.8583
600M,chip_351_539_merged.tif,0.8,2,1293802709,13,16,0.8125,0.021256,30.7247,0.8398,0.023108,30.3338,0.8293
600M,chip_351_539_merged.tif,0.8,3,813857191,13,16,0.8125,0.022996,30.3018,0.8334,0.024844,29.8731,0.8236
600M,chip_351_539_merged.tif,0.8,4,433250560,13,16,0.8125,0.019633,30.9492,0.8586,0.02219,30.3054,0.8429
600M,chip_107_106_merged.tif,0.2,0,470712045,5,10,0.1953,0.005163,37.9498,0.9647,0.02068,31.6344,0.8552
600M,chip_107_106_merged.tif,0.2,1,2138250175,5,10,0.1953,0.005809,36.9932,0.9597,0.022689,30.7643,0.8362
600M,chip_107_106_merged.tif,0.2,2,1757643544,5,10,0.1953,0.00609,36.4272,0.9563,0.024354,30.0691,0.8191
600M,chip_107_106_merged.tif,0.2,3,1377036913,5,10,0.1953,0.00576,37.0085,0.9614,0.022735,30.8423,0.8413
600M,chip_107_106_merged.tif,0.2,4,897091395,5,10,0.1953,0.005453,37.2932,0.963,0.021653,31.0189,0.8462
600M,chip_107_106_merged.tif,0.4,0,1552920623,10,10,0.3906,0.011747,33.7646,0.9149,0.023211,30.6842,0.8326
600M,chip_107_106_merged.tif,0.4,1,1172313992,10,10,0.3906,0.011134,34.1937,0.9248,0.02215,30.993,0.8505
600M,chip_107_106_merged.tif,0.4,2,692368474,10,10,0.3906,0.012928,33.0675,0.9137,0.02486,29.8556,0.8324
600M,chip_107_106_merged.tif,0.4,3,311761843,10,10,0.3906,0.010655,34.5136,0.922,0.021081,31.3465,0.844
600M,chip_107_106_merged.tif,0.4,4,2078638860,10,10,0.3906,0.012233,33.4819,0.9125,0.024425,30.2425,0.8216
600M,chip_107_106_merged.tif,0.6,0,809622416,11,14,0.6016,0.019916,30.4782,0.8455,0.027722,28.8846,0.7833
600M,chip_107_106_merged.tif,0.6,1,429015785,11,14,0.6016,0.021058,30.4103,0.8345,0.027476,29.2058,0.783
600M,chip_107_106_merged.tif,0.6,2,48409154,11,14,0.6016,0.020465,30.4351,0.8474,0.027927,28.9599,0.7928
600M,chip_107_106_merged.tif,0.6,3,1715947284,11,14,0.6016,0.019657,30.8827,0.8471,0.026017,29.6252,0.8031
600M,chip_107_106_merged.tif,0.6,4,1335340653,11,14,0.6016,0.019576,31.0582,0.8537,0.026264,29.5713,0.8053
600M,chip_107_106_merged.tif,0.8,0,426369107,13,16,0.8125,0.032183,27.77,0.7281,0.034201,27.4438,0.7133
600M,chip_107_106_merged.tif,0.8,1,2093907237,13,16,0.8125,0.031696,27.5304,0.7293,0.03354,27.2807,0.7166
600M,chip_107_106_merged.tif,0.8,2,1713300606,13,15,0.7617,0.032568,27.3765,0.7243,0.033526,27.3826,0.719
600M,chip_107_106_merged.tif,0.8,3,1233355088,13,15,0.7617,0.03049,27.8983,0.728,0.03394,27.4887,0.6989
600M,chip_107_106_merged.tif,0.8,4,852748457,13,15,0.7617,0.031084,27.7444,0.7272,0.035089,27.1094,0.6938
600M,chip_308_293_merged.tif,0.2,0,1434866661,5,10,0.1953,0.003476,41.4371,0.976,0.012536,35.4189,0.911
600M,chip_308_293_merged.tif,0.2,1,954921143,5,10,0.1953,0.003249,41.915,0.9814,0.012772,35.4497,0.9274
600M,chip_308_293_merged.tif,0.2,2,574314512,5,10,0.1953,0.00398,40.9891,0.9765,0.014599,35.1614,0.9164
600M,chip_308_293_merged.tif,0.2,3,94368994,5,10,0.1953,0.003502,41.3344,0.9803,0.014,35.2542,0.9255
600M,chip_308_293_merged.tif,0.2,4,1861246011,5,10,0.1953,0.003309,41.8831,0.9816,0.012399,36.2972,0.9297
600M,chip_308_293_merged.tif,0.4,0,1174912441,10,10,0.3906,0.00729,37.7597,0.9525,0.015618,34.1606,0.9035
600M,chip_308_293_merged.tif,0.4,1,794305810,10,10,0.3906,0.007663,37.4556,0.9499,0.014138,34.6003,0.9109
600M,chip_308_293_merged.tif,0.4,2,314360292,10,10,0.3906,0.007213,37.8837,0.9531,0.014171,34.6313,0.9118
600M,chip_308_293_merged.tif,0.4,3,2081237309,10,10,0.3906,0.006753,38.1073,0.9584,0.01444,34.5541,0.9094
600M,chip_308_293_merged.tif,0.4,4,1700630678,10,10,0.3906,0.008674,37.0567,0.9508,0.016577,34.0392,0.9127
600M,chip_308_293_merged.tif,0.6,0,431614234,11,14,0.6016,0.012041,35.0077,0.9181,0.017399,33.2746,0.8835
600M,chip_308_293_merged.tif,0.6,1,51007603,11,14,0.6016,0.01324,34.0076,0.9042,0.019102,32.1785,0.8614
600M,chip_308_293_merged.tif,0.6,2,1718545733,11,14,0.6016,0.012828,34.7706,0.9111,0.016986,33.5424,0.8859
600M,chip_308_293_merged.tif,0.6,3,1337939102,11,14,0.6016,0.011918,35.3893,0.9182,0.016266,33.8309,0.8918
600M,chip_308_293_merged.tif,0.6,4,957332471,11,14,0.6016,0.012369,35.1106,0.9203,0.016659,33.5787,0.8961
600M,chip_308_293_merged.tif,0.8,0,48360925,13,15,0.7617,0.020831,31.551,0.8475,0.02413,30.8312,0.8243
600M,chip_308_293_merged.tif,0.8,1,1715899055,13,15,0.7617,0.023315,30.9856,0.8382,0.025664,30.4514,0.8163
600M,chip_308_293_merged.tif,0.8,2,1335292424,13,15,0.7617,0.022695,30.9492,0.8335,0.024788,30.4647,0.8225
600M,chip_308_293_merged.tif,0.8,3,855346906,13,16,0.8125,0.020547,31.5636,0.8393,0.023513,30.8633,0.8163
600M,chip_308_293_merged.tif,0.8,4,474740275,13,15,0.7617,0.020601,31.4308,0.8388,0.024261,30.5707,0.8087
600M,chip_365_309_merged.tif,0.2,0,1777789301,5,10,0.1953,0.002539,42.308,0.9874,0.00985,36.0335,0.9488
600M,chip_365_309_merged.tif,0.2,1,1297843783,5,10,0.1953,0.002601,43.5102,0.9881,0.009399,37.3299,0.9571
600M,chip_365_309_merged.tif,0.2,2,917237152,5,10,0.1953,0.002268,44.147,0.989,0.007868,38.811,0.9639
600M,chip_365_309_merged.tif,0.2,3,437291634,5,10,0.1953,0.002583,43.4171,0.9865,0.008748,38.2244,0.955
600M,chip_365_309_merged.tif,0.2,4,56685003,5,10,0.1953,0.002295,44.3349,0.9888,0.008823,38.0381,0.9551
600M,chip_365_309_merged.tif,0.4,0,712514231,10,10,0.3906,0.005255,38.8112,0.9706,0.010485,35.5172,0.941
600M,chip_365_309_merged.tif,0.4,1,331907600,10,10,0.3906,0.005426,39.3813,0.9695,0.010969,36.0393,0.9415
600M,chip_365_309_merged.tif,0.4,2,1999445730,10,10,0.3906,0.005041,39.3256,0.974,0.010281,35.7934,0.9478
600M,chip_365_309_merged.tif,0.4,3,1618839099,10,10,0.3906,0.004664,40.6747,0.9721,0.009215,37.6011,0.9435
600M,chip_365_309_merged.tif,0.4,4,1238232468,10,10,0.3906,0.005024,39.8283,0.9749,0.010683,36.2452,0.9468
600M,chip_365_309_merged.tif,0.6,0,873875761,11,14,0.6016,0.009638,35.8072,0.9334,0.012921,34.4057,0.916
600M,chip_365_309_merged.tif,0.6,1,393930243,11,14,0.6016,0.009315,35.766,0.9372,0.012554,34.1405,0.9156
600M,chip_365_309_merged.tif,0.6,2,13323612,11,14,0.6016,0.009,36.3432,0.939,0.011974,35.2489,0.922
600M,chip_365_309_merged.tif,0.6,3,1680861742,11,14,0.6016,0.008265,37.3437,0.9455,0.010756,36.1833,0.9292
600M,chip_365_309_merged.tif,0.6,4,1300255111,11,14,0.6016,0.0085,36.5311,0.9408,0.011679,34.9392,0.9184
600M,chip_365_309_merged.tif,0.8,0,391283565,13,15,0.7617,0.015522,32.6257,0.8679,0.017939,31.9505,0.8483
600M,chip_365_309_merged.tif,0.8,1,2058821695,13,16,0.8125,0.016034,32.5427,0.8656,0.017201,32.1645,0.8603
600M,chip_365_309_merged.tif,0.8,2,1678215064,13,16,0.8125,0.017637,32.25,0.8637,0.019997,31.5827,0.8473
600M,chip_365_309_merged.tif,0.8,3,1198269546,13,16,0.8125,0.015454,32.8443,0.8716,0.016221,32.6712,0.868
600M,chip_365_309_merged.tif,0.8,4,817662915,13,15,0.7617,0.015182,33.1566,0.871,0.017299,32.5008,0.8595
600M,chip_234_445_merged.tif,0.2,0,2057123820,5,10,0.1953,0.00312,42.5936,0.9819,0.010536,37.0644,0.9433
600M,chip_234_445_merged.tif,0.2,1,1676517189,5,10,0.1953,0.003984,40.6685,0.9749,0.014606,34.575,0.9064
600M,chip_234_445_merged.tif,0.2,2,1295910558,5,10,0.1953,0.003989,40.9111,0.9767,0.014608,34.9494,0.9168
600M,chip_234_445_merged.tif,0.2,3,815965040,5,10,0.1953,0.003641,41.155,0.9778,0.013016,35.1632,0.923
600M,chip_234_445_merged.tif,0.2,4,435358409,5,10,0.1953,0.003807,40.5031,0.9769,0.014932,34.1601,0.9071
600M,chip_234_445_merged.tif,0.4,0,1896508487,10,10,0.3906,0.007737,37.1125,0.9491,0.015969,33.6505,0.8975
600M,chip_234_445_merged.tif,0.4,1,1515901856,10,10,0.3906,0.007476,37.449,0.9466,0.013605,34.8109,0.9045
600M,chip_234_445_merged.tif,0.4,2,1035956338,10,10,0.3906,0.006463,38.7273,0.9578,0.011231,36.0367,0.9298
600M,chip_234_445_merged.tif,0.4,3,655349707,10,10,0.3906,0.00695,37.7792,0.9508,0.014227,34.3949,0.9011
600M,chip_234_445_merged.tif,0.4,4,175404189,10,10,0.3906,0.007839,37.0856,0.9479,0.015199,33.8909,0.8975
600M,chip_234_445_merged.tif,0.6,0,1153210280,11,14,0.6016,0.012789,34.0827,0.902,0.017851,32.403,0.8627
600M,chip_234_445_merged.tif,0.6,1,772603649,11,14,0.6016,0.011764,34.7996,0.9051,0.015666,33.4358,0.8729
600M,chip_234_445_merged.tif,0.6,2,292658131,11,14,0.6016,0.011659,34.7732,0.9054,0.015794,33.5135,0.8747
600M,chip_234_445_merged.tif,0.6,3,2059535148,11,14,0.6016,0.012262,34.8837,0.9084,0.014859,34.1776,0.8916
600M,chip_234_445_merged.tif,0.6,4,1579589630,11,14,0.6016,0.012761,34.2478,0.8966,0.017721,32.6971,0.8594
600M,chip_234_445_merged.tif,0.8,0,670618084,13,15,0.7617,0.020299,31.2836,0.8126,0.022623,30.7011,0.793
600M,chip_234_445_merged.tif,0.8,1,290011453,13,15,0.7617,0.01957,31.6084,0.8201,0.022101,30.9892,0.7963
600M,chip_234_445_merged.tif,0.8,2,2056888470,13,15,0.7617,0.019782,31.3051,0.819,0.022585,30.5712,0.7937
600M,chip_234_445_merged.tif,0.8,3,1576942952,13,15,0.7617,0.022835,30.4814,0.8049,0.026631,29.7649,0.7776
600M,chip_234_445_merged.tif,0.8,4,1196336321,13,15,0.7617,0.019268,31.5842,0.823,0.021796,30.9671,0.7995
600M,chip_249_270_merged.tif,0.2,0,21240912,5,10,0.1953,0.003418,39.5548,0.9785,0.013675,33.1561,0.9117
600M,chip_249_270_merged.tif,0.2,1,1788117929,5,10,0.1953,0.002987,41.9614,0.983,0.011264,35.7664,0.9363
600M,chip_249_270_merged.tif,0.2,2,1308172411,5,10,0.1953,0.003468,40.8255,0.982,0.013653,34.5149,0.93
600M,chip_249_270_merged.tif,0.2,3,927565780,5,10,0.1953,0.004849,38.168,0.9765,0.020202,31.4788,0.9038
600M,chip_249_270_merged.tif,0.2,4,546959149,5,10,0.1953,0.003858,38.8179,0.9773,0.015999,32.182,0.9051
600M,chip_249_270_merged.tif,0.4,0,2008109227,10,10,0.3906,0.01015,34.8184,0.9467,0.020709,31.3402,0.9003
600M,chip_249_270_merged.tif,0.4,1,1627502596,10,10,0.3906,0.010169,33.5462,0.9409,0.021134,29.9391,0.8856
600M,chip_249_270_merged.tif,0.4,2,1147557078,10,10,0.3906,0.008239,35.8868,0.9579,0.01768,32.2457,0.9111
600M,chip_249_270_merged.tif,0.4,3,766950447,10,10,0.3906,0.009196,34.5768,0.9457,0.018884,30.9864,0.8902
600M,chip_249_270_merged.tif,0.4,4,287004929,10,10,0.3906,0.008322,35.4653,0.9496,0.017706,31.7888,0.8917
600M,chip_249_270_merged.tif,0.6,0,1264811020,11,14,0.6016,0.014284,32.6409,0.9162,0.020516,30.7992,0.8815
600M,chip_249_270_merged.tif,0.6,1,884204389,11,14,0.6016,0.014713,32.3896,0.919,0.02086,30.5536,0.8863
600M,chip_249_270_merged.tif,0.6,2,404258871,11,14,0.6016,0.01529,31.5476,0.9123,0.021955,29.6633,0.8796
600M,chip_249_270_merged.tif,0.6,3,23652240,11,14,0.6016,0.016677,31.622,0.907,0.02213,30.28,0.8823
600M,chip_249_270_merged.tif,0.6,4,1691190370,11,14,0.6016,0.013409,33.1991,0.925,0.019487,31.3028,0.8922
600M,chip_249_270_merged.tif,0.8,0,782218824,13,16,0.8125,0.022263,29.7543,0.8541,0.02514,29.198,0.8422
600M,chip_249_270_merged.tif,0.8,1,401612193,13,15,0.7617,0.026568,28.5404,0.8389,0.02898,28.1536,0.8244
600M,chip_249_270_merged.tif,0.8,2,2069150323,13,16,0.8125,0.024647,29.1668,0.8437,0.026022,28.9451,0.8375
600M,chip_249_270_merged.tif,0.8,3,1688543692,13,15,0.7617,0.020559,30.3644,0.8717,0.024848,29.3753,0.8486
600M,chip_249_270_merged.tif,0.8,4,1307937061,13,15,0.7617,0.025111,28.9643,0.8403,0.02768,28.4988,0.8247
600M,chip_105_104_merged.tif,0.2,0,1953942612,5,10,0.1953,0.004066,40.0575,0.9741,0.014551,34.5379,0.9081
600M,chip_105_104_merged.tif,0.2,1,1473997094,5,10,0.1953,0.005729,37.0131,0.9573,0.022322,30.5932,0.8243
600M,chip_105_104_merged.tif,0.2,2,1093390463,5,10,0.1953,0.004341,39.309,0.9713,0.016928,33.0821,0.8892
600M,chip_105_104_merged.tif,0.2,3,712783832,5,10,0.1953,0.004243,39.0031,0.9738,0.016399,33.0476,0.9004
600M,chip_105_104_merged.tif,0.2,4,232838314,5,10,0.1953,0.00384,40.3553,0.9749,0.013847,35.019,0.9094
600M,chip_105_104_merged.tif,0.4,0,1793327279,10,10,0.3906,0.009212,35.0922,0.9403,0.016964,32.4995,0.8957
600M,chip_105_104_merged.tif,0.4,1,1313381761,10,10,0.3906,0.009061,34.9682,0.9364,0.018646,31.5634,0.8696
600M,chip_105_104_merged.tif,0.4,2,932775130,10,10,0.3906,0.011668,33.1267,0.9125,0.023989,29.6353,0.8146
600M,chip_105_104_merged.tif,0.4,3,452829612,10,10,0.3906,0.010437,34.0471,0.9213,0.020306,31.0541,0.8553
600M,chip_105_104_merged.tif,0.4,4,72222981,10,10,0.3906,0.011349,33.4684,0.9199,0.024168,29.8432,0.8265
600M,chip_105_104_merged.tif,0.6,0,1050029072,11,14,0.6016,0.01649,31.8836,0.8647,0.02236,30.4651,0.8223
600M,chip_105_104_merged.tif,0.6,1,570083554,11,14,0.6016,0.017396,31.1695,0.8615,0.025562,29.344,0.7968
600M,chip_105_104_merged.tif,0.6,2,189476923,11,14,0.6016,0.01644,31.796,0.8607,0.023364,30.0753,0.8034
600M,chip_105_104_merged.tif,0.6,3,1857015053,11,14,0.6016,0.016447,31.8172,0.8682,0.022229,30.4579,0.8211
600M,chip_105_104_merged.tif,0.6,4,1476408422,11,14,0.6016,0.018682,30.4433,0.8563,0.02693,28.6497,0.7937
600M,chip_105_104_merged.tif,0.8,0,567436876,13,16,0.8125,0.033665,27.2335,0.7146,0.035749,26.9515,0.6979
600M,chip_105_104_merged.tif,0.8,1,87491358,13,15,0.7617,0.028634,28.2735,0.7563,0.030709,27.9259,0.7453
600M,chip_105_104_merged.tif,0.8,2,1854368375,13,16,0.8125,0.030129,27.9989,0.7552,0.031294,27.9109,0.7423
600M,chip_105_104_merged.tif,0.8,3,1473761744,13,15,0.7617,0.024029,29.2455,0.7749,0.027653,28.5658,0.7413
600M,chip_105_104_merged.tif,0.8,4,993816226,13,16,0.8125,0.038085,25.8781,0.6705,0.042136,25.3373,0.641
600M,chip_138_474_merged.tif,0.2,0,77003929,5,10,0.1953,0.004908,38.8687,0.9582,0.016572,33.2552,0.8554
600M,chip_138_474_merged.tif,0.2,1,1843880946,5,10,0.1953,0.005396,38.0875,0.9601,0.019173,32.3513,0.86
600M,chip_138_474_merged.tif,0.2,2,1363935428,5,10,0.1953,0.004599,38.9476,0.9613,0.01827,32.6408,0.8434
600M,chip_138_474_merged.tif,0.2,3,983328797,5,10,0.1953,0.005017,38.3411,0.9592,0.019235,32.1526,0.84
600M,chip_138_474_merged.tif,0.2,4,503383279,5,10,0.1953,0.00529,38.1491,0.9577,0.018657,32.3621,0.8461
600M,chip_138_474_merged.tif,0.4,0,1258551394,10,10,0.3906,0.010351,35.1276,0.9123,0.019363,32.3493,0.8346
600M,chip_138_474_merged.tif,0.4,1,778605876,10,10,0.3906,0.011423,34.3385,0.9046,0.0207,31.7058,0.8304
600M,chip_138_474_merged.tif,0.4,2,397999245,10,10,0.3906,0.01106,34.6765,0.9059,0.020239,31.9145,0.828
600M,chip_138_474_merged.tif,0.4,3,2065537375,10,10,0.3906,0.0111,34.6067,0.9076,0.019835,31.858,0.8364
600M,chip_138_474_merged.tif,0.4,4,1684930744,10,10,0.3906,0.009668,35.5526,0.9162,0.018858,32.4704,0.8388
600M,chip_138_474_merged.tif,0.6,0,26029252,11,14,0.6016,0.018024,31.736,0.8412,0.024836,30.2843,0.7832
600M,chip_138_474_merged.tif,0.6,1,1693567382,11,14,0.6016,0.015907,32.7873,0.8566,0.021156,31.4439,0.8117
600M,chip_138_474_merged.tif,0.6,2,1312960751,11,14,0.6016,0.019116,31.4309,0.8404,0.025832,29.9616,0.7879
600M,chip_138_474_merged.tif,0.6,3,833015233,11,14,0.6016,0.018528,31.5421,0.8373,0.023918,30.2981,0.7953
600M,chip_138_474_merged.tif,0.6,4,452408602,11,14,0.6016,0.019086,31.5459,0.8295,0.02359,30.5668,0.7943
600M,chip_138_474_merged.tif,0.8,0,32660991,13,15,0.7617,0.028005,28.9127,0.7302,0.031011,28.4601,0.7068
600M,chip_138_474_merged.tif,0.8,1,1700199121,13,15,0.7617,0.028071,28.966,0.7306,0.029513,28.7373,0.7252
600M,chip_138_474_merged.tif,0.8,2,1319592490,13,16,0.8125,0.029312,28.7487,0.7222,0.030419,28.5598,0.7179
600M,chip_138_474_merged.tif,0.8,3,938985859,13,15,0.7617,0.027413,29.1065,0.7313,0.029064,28.7868,0.7178
600M,chip_138_474_merged.tif,0.8,4,459040341,13,15,0.7617,0.026955,29.3701,0.7373,0.028074,29.137,0.728
600M,chip_142_497_merged.tif,0.2,0,1705240615,5,10,0.1953,0.002829,41.1618,0.9785,0.009988,35.0099,0.9155
600M,chip_142_497_merged.tif,0.2,1,1324633984,5,10,0.1953,0.002411,43.8385,0.9839,0.006414,40.9295,0.9634
600M,chip_142_497_merged.tif,0.2,2,844688466,5,10,0.1953,0.002489,43.7515,0.9857,0.008671,38.3877,0.9538
600M,chip_142_497_merged.tif,0.2,3,464081835,5,10,0.1953,0.002372,43.841,0.9849,0.007671,38.5837,0.9524
600M,chip_142_497_merged.tif,0.2,4,83475204,5,10,0.1953,0.002828,41.5987,0.9796,0.010103,35.6171,0.9252
600M,chip_142_497_merged.tif,0.4,0,739304432,10,10,0.3906,0.005508,38.4554,0.9605,0.010739,35.0338,0.9231
600M,chip_142_497_merged.tif,0.4,1,259358914,10,10,0.3906,0.005369,38.2335,0.9584,0.010001,34.9979,0.9208
600M,chip_142_497_merged.tif,0.4,2,2026235931,10,10,0.3906,0.004945,39.8729,0.9675,0.008923,37.4243,0.9429
600M,chip_142_497_merged.tif,0.4,3,1645629300,10,10,0.3906,0.005915,37.115,0.9523,0.009279,35.3539,0.9246
600M,chip_142_497_merged.tif,0.4,4,1165683782,10,10,0.3906,0.005752,38.2336,0.958,0.011365,34.8297,0.9196
600M,chip_142_497_merged.tif,0.6,0,2143489873,11,14,0.6016,0.009732,35.3905,0.9191,0.012854,33.8867,0.8913
600M,chip_142_497_merged.tif,0.6,1,1663544355,11,14,0.6016,0.009499,35.5335,0.9174,0.012943,33.9026,0.8857
