tile,mask_type,ratio,trial,mae,rmse,psnr
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,6,0.0027931585948214955,0.013893143940504362,37.14398929473639
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,7,0.005151534981613873,0.028162992884560343,31.00642389103708
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,8,0.004451054625124948,0.02589448375935709,31.735854855846945
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,9,0.002922884588643773,0.011783807479185476,38.57428722997925
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,10,0.002848321821973277,0.011605022804249873,38.7070800360869
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,11,0.014251467721199673,0.09350786228972773,20.583037428434245
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,12,0.006441944149980356,0.029759432594267787,30.527507069732636
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,13,0.005659196105890092,0.02839162013768353,30.936196484262762
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,14,0.005019235429421797,0.027830657382418845,31.10953070322562
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,15,0.0038041987342964526,0.012679589997453113,37.93789578826951
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,16,0.005884383706340031,0.02657915488199729,31.50917664237301
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,17,0.005598441223214617,0.029180483653725088,30.698150282845024
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,18,0.005522425672261933,0.02785763419544222,31.10111537453093
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,19,0.004695688168573115,0.026595172321572987,31.5039438270667
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,20,0.0073089285164261615,0.026658282448000545,31.48335669888173
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,21,0.019860336426223202,0.1741385896301011,15.182099545335966
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,22,0.0015194572763126536,0.0030728233553045515,50.24924809862444
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,23,0.0014668447796868313,0.003220927773908924,49.84038027382966
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,24,0.004608784005607444,0.025974996955672465,31.708889893421265
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,25,0.0050033646997871785,0.025798367813898312,31.768155393789918
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,26,0.005065793694844944,0.026466836542774114,31.545959295710787
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,27,0.0021413099172002685,0.00501251198879579,45.998891512725486
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,28,0.0013167659002845486,0.002726826787820615,51.28684896454739
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,29,0.021074286490252243,0.17458742406149821,15.159740854922777
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,30,0.01751140158149286,0.1723543697349624,15.271554027224031
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,31,0.0028524459557333144,0.011555085929874523,38.744536410479654
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,32,0.0036161322222570116,0.02566288096047445,31.813891811128375
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,33,0.0044748836121848235,0.027829104836709917,31.110015262992015
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,34,0.006152717390880579,0.029203513070099163,30.691298029123008
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,35,0.004991546311792674,0.027967947257858936,31.06678816080686
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,36,0.001851420113714424,0.004455997209248032,47.02110179658134
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,37,0.01988251787086493,0.17424720751062425,15.176683463731855
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,38,0.005169492102201353,0.028549519036548697,30.88802407518042
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,39,0.001487143362889015,0.003116592278534289,50.12640019292765
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,40,0.007979335435072793,0.02841540191094818,30.928923937222184
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,41,0.0036942077545783028,0.02582452659672453,31.75935262041829
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,42,0.002184090253836645,0.011865593390356323,38.514210762563856
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,43,0.005981178879123328,0.02638895324919771,31.57155672543102
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,44,0.0027396449231105366,0.012198900259884831,38.27358639075322
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,45,0.0022095538596665983,0.011322107183071127,38.9214547618672
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,46,0.0048610968625115115,0.027822227760532742,31.112161968999715
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,47,0.0054436260196134454,0.02684344029345378,31.423236502761362
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,48,0.006393206420662916,0.03019459004225636,30.401417250303236
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.4,49,0.004375045463466854,0.025947254447181493,31.718171786384538
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,0,0.02745762737995435,0.040631953828841355,27.82264587358859
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,1,0.06759880584469195,0.07131811738667515,22.936002591865744
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,2,0.04872516901421067,0.05350232298394232,25.43254722417137
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,3,0.04325979431463993,0.049885012266905684,26.040598333021148
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,4,0.05231806424491085,0.05861399832733969,24.639973048131658
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,5,0.04817786023079428,0.05327999808685475,25.46871598864266
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,6,0.027775097368127846,0.03189801812499416,29.9247259903405
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,7,0.0627727235142432,0.06768170992838043,23.390573554026275
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,8,0.0637419065299704,0.06849512459506286,23.28680679987854
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,9,0.05098156019930192,0.05699742704337719,24.8828949728955
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,10,0.06713957782839705,0.07226980350095313,22.820862522235362
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,11,0.02745762737995435,0.040631953828841355,27.82264587358859
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,12,0.039479505885434835,0.046483640943350446,26.65399724244181
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,13,0.06711156743313695,0.07251163486318404,22.791846061277937
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,14,0.04233807680000566,0.04939609187262511,26.126148205856808
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,15,0.03371099877181009,0.03859294156925901,28.26984236139921
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,16,0.038614402832475525,0.04589985521418808,26.763773687851007
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,17,0.03371099877181009,0.03859294156925901,28.26984236139921
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,18,0.06073428475574209,0.06559337513903025,23.662800433783048
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,19,0.0627727235142432,0.06768170992838043,23.390573554026275
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.6,20,0.03885139265128711,0.04637679864670834,26.673984673277044
